target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
2700,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,3.0,160,25,3
910,Apartment,Installed,Good,1180,No,No,No,1.0,60,15,1
2650,Other,Hyper equipped,Renovated,1040,No,Yes,Yes,3.0,160,25,3
2250,Apartment,Installed,Good,1180,No,Yes,No,2.0,145,16,3
850,Other,Hyper equipped,Renovated,1210,No,Yes,No,1.0,50,10,1
4100,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,0.0,300,10,4
1350,Apartment,Semi equipped,Good,1000,No,Yes,No,1.0,77,20,1
950,Apartment,Installed,No renovated,1070,No,Yes,No,1.0,98,13,2
2250,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,160,10,3
1350,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,106,12,1
1400,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,115,20,1
2650,Other,Installed,Renovated,1000,No,Yes,Unknown,3.0,200,30,5
2250,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,185,19,3
1700,Apartment,Installed,Good,1000,No,Yes,Unknown,1.0,75,20,1
4300,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,250,23,3
2660,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,19,2
1300,Apartment,Not installed,Good,1200,No,Yes,Yes,1.0,60,13,1
4000,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,210,20,3
4850,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,240,17,3
1810,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,113,14,3
2005,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,120,18,3
1550,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,92,17,2
2660,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,20,2
2660,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,15,2
1150,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,100,20,1
1300,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,105,16,2
1400,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,102,14,2
1880,Other,Semi equipped,Renovated,1190,No,Yes,No,1.0,213,14,2
1450,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,110,16,3
1050,Apartment,Not installed,Good,1160,No,Yes,No,1.0,85,16,1
2660,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,170,20,2
1840,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,140,12,3
2270,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,157,15,4
1000,Apartment,Semi equipped,Good,1090,No,Yes,No,1.0,68,11,1
1900,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,125,25,1
1375,Other,Not installed,Good,1050,No,Yes,No,1.0,100,16,3
1230,Apartment,Hyper equipped,Good,1150,No,Yes,No,1.0,110,12,2
1264,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,70,10,2
1100,Other,Not installed,No renovated,1040,No,Yes,No,1.0,80,10,3
955,Apartment,Not installed,Good,1040,No,Yes,Yes,1.0,60,10,1
1264,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,70,10,2
1100,Apartment,Not installed,No renovated,1040,No,Yes,No,1.0,80,10,3
1600,Other,Not installed,Good,1040,No,Yes,No,1.0,120,10,3
1050,Apartment,Not installed,Good,1000,No,Yes,No,1.0,53,10,1
840,Apartment,Not installed,Good,1040,No,Yes,Yes,1.0,65,10,1
875,Apartment,Not installed,Good,1040,No,Yes,No,1.0,45,9,1
1160,Apartment,Not installed,Good,1000,No,Yes,No,1.0,80,10,1
1160,Other,Not installed,Good,1000,No,Yes,No,1.0,80,10,1
1540,Apartment,Not installed,Renovated,1190,No,Yes,No,1.0,108,10,3
1300,Other,Semi equipped,Good,1090,No,Yes,Unknown,2.0,140,10,3
1050,Apartment,Installed,Renovated,1120,No,Yes,Unknown,1.0,82,14,2
950,Apartment,Installed,Renovated,1120,No,Yes,Unknown,1.0,82,14,2
1610,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,100,12,3
1100,Apartment,Installed,Renovated,1140,No,Yes,No,1.0,45,14,1
825,Apartment,Not installed,Good,1070,No,Yes,No,1.0,73,10,2
2250,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,150,10,2
2660,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,170,10,2
2660,Other,Not installed,Renovated,1050,No,Yes,No,2.0,170,20,2
1020,Apartment,Not installed,Renovated,1040,No,Yes,No,1.0,82,10,2
1050,Apartment,Installed,Good,1030,No,No,No,0.0,65,10,1
1000,Apartment,Not installed,Good,1040,No,No,No,1.0,128,10,1
1150,Apartment,Not installed,Good,1180,No,Yes,No,1.0,70,10,1
1190,Apartment,Semi equipped,Renovated,1080,No,Yes,Unknown,1.0,102,14,2
550,Other,Installed,Good,1050,No,Yes,Yes,3.0,128,16,1
1205,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,75,10,2
1050,Other,Installed,Good,1050,No,Yes,Yes,1.0,60,14,1
2660,Other,Not installed,Renovated,1050,No,Yes,Unknown,2.0,170,10,2
1800,Apartment,Installed,Good,1050,No,No,No,0.0,170,10,1
1850,Apartment,Hyper equipped,Good,1150,No,Yes,Yes,1.0,125,15,2
1550,Apartment,Installed,Good,1040,No,Yes,Unknown,1.0,128,15,2
1660,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,122,13,3
1984,Apartment,Hyper equipped,Renovated,1081,No,Yes,Yes,0.0,141,10,3
1650,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,105,10,1
700,Other,Semi equipped,Good,1210,No,No,Yes,1.0,128,10,1
3950,Other,Hyper equipped,Renovated,1000,No,Yes,No,4.0,260,10,4
1300,Apartment,Installed,Renovated,1040,No,Yes,No,1.0,100,10,2
2500,Other,Hyper equipped,Renovated,1200,No,Yes,No,3.0,211,18,4
1380,Apartment,Installed,Renovated,1030,No,Yes,No,1.0,120,10,2
1745,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,130,22,2
1700,Apartment,Hyper equipped,Good,1160,No,Yes,No,2.0,95,14,2
885,Other,Hyper equipped,Good,1050,No,Yes,Yes,4.0,250,10,1
895,Apartment,Not installed,Good,1150,No,No,Unknown,1.0,60,10,1
995,Apartment,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,70,10,2
1300,Apartment,Installed,Good,1180,No,Yes,No,1.0,85,10,2
1280,Apartment,Not installed,Renovated,1050,No,No,No,1.0,71,14,1
1390,Apartment,Installed,Good,1030,No,No,No,1.0,98,14,2
990,Apartment,Not installed,Good,1050,No,Yes,No,1.0,84,10,1
795,Apartment,Not installed,Good,1000,No,Yes,No,1.0,69,10,1
1600,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,128,10,3
1250,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,81,15,1
850,Other,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,36,10,1
1820,Other,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,150,16,3
910,Apartment,Installed,Good,1000,No,Yes,No,1.0,55,9,1
890,Other,Installed,Renovated,1000,No,Yes,No,1.0,40,10,1
1625,Apartment,Installed,Good,1050,No,Yes,Yes,1.0,80,12,1
2250,Apartment,Not installed,Good,1150,No,Yes,No,2.0,114,11,3
1600,Other,Hyper equipped,Renovated,1060,No,Yes,Yes,2.0,140,23,2
3650,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,200,22,3
1450,Apartment,Installed,Renovated,1200,No,No,Unknown,2.0,129,15,3
1675,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,2.0,113,10,2
1700,Other,Installed,Renovated,1080,No,Yes,Unknown,2.0,155,12,4
1300,Apartment,Installed,Renovated,1180,No,No,No,1.0,90,16,2
950,Apartment,Semi equipped,Good,1050,No,Yes,Unknown,1.0,50,9,1
140,Apartment,Not installed,Good,1150,No,No,Unknown,0.0,128,10,1
1975,Apartment,Not installed,Renovated,1200,No,Yes,Unknown,2.0,147,15,2
1800,Other,Installed,Renovated,1030,No,Yes,No,2.0,100,15,3
1085,Apartment,Installed,Renovated,1040,No,Yes,Unknown,1.0,80,10,1
2200,Other,Installed,Good,1160,No,Yes,Unknown,3.0,128,20,4
850,Apartment,Installed,Good,1090,No,No,Unknown,2.0,70,12,2
1150,Apartment,Installed,Renovated,1000,No,Yes,Yes,1.0,128,41,1
1700,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,125,9,3
815,Apartment,Installed,Good,,No,Yes,Unknown,1.0,109,11,1
1700,Apartment,Not installed,Good,1050,No,No,Yes,2.0,120,10,2
1380,Apartment,Installed,Good,,No,Yes,Unknown,1.0,128,10,2
1870,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,151,25,2
1870,Apartment,Hyper equipped,Renovated,1060,No,Yes,No,2.0,151,25,2
850,Apartment,Not installed,Renovated,,No,No,Unknown,1.0,82,16,2
2680,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,167,20,3
1170,Apartment,Installed,Good,1040,No,Yes,Yes,1.0,90,10,2
790,Apartment,Installed,No renovated,1050,No,Yes,Unknown,1.0,58,15,1
700,Apartment,Semi equipped,Renovated,1030,No,Yes,Unknown,1.0,55,15,1
2750,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,149,16,3
1230,Apartment,Installed,Good,1050,No,Yes,Unknown,1.0,80,10,1
2750,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,150,16,3
1620,Other,Installed,Renovated,1040,No,Yes,Yes,1.0,123,17,3
880,Apartment,Semi equipped,Good,1190,No,No,Unknown,1.0,80,13,1
1350,Apartment,Hyper equipped,Renovated,1140,No,Yes,Unknown,1.0,92,14,2
870,Apartment,Hyper equipped,Good,1180,No,No,Unknown,1.0,90,15,1
940,Other,Installed,Renovated,1030,No,Yes,Unknown,2.0,102,21,1
900,Apartment,Semi equipped,Good,1000,No,Yes,No,1.0,60,10,1
2850,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,149,16,3
1250,Apartment,Not installed,Good,1040,No,No,No,1.0,128,10,1
1250,Apartment,Semi equipped,Good,1200,No,Yes,No,1.0,75,16,2
1450,Apartment,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,110,15,2
2700,Apartment,Hyper equipped,Renovated,1190,No,Yes,No,3.0,170,16,3
1650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,163,18,3
2600,Other,Not installed,Renovated,1180,No,Yes,No,3.0,260,20,5
1250,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,128,17,1
1705,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,116,14,3
1775,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,100,14,2
2680,Other,Hyper equipped,Renovated,1160,No,Yes,Yes,3.0,167,20,3
2680,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,167,16,3
1950,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,120,17,4
3350,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,230,20,4
1380,Apartment,Hyper equipped,Good,1200,No,Yes,No,1.0,110,15,2
1750,Other,Installed,Renovated,1040,No,Yes,No,1.0,95,16,2
3175,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,165,10,2
2900,Apartment,Hyper equipped,Renovated,,No,Yes,Yes,2.0,175,15,3
2700,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,150,10,3
975,Apartment,Hyper equipped,Good,1150,No,No,Yes,1.0,128,11,1
1800,Other,Installed,Renovated,1030,No,Yes,No,2.0,100,12,3
2600,Other,Not installed,Renovated,1050,No,Yes,No,1.0,140,18,3
4000,Apartment,Not installed,Renovated,1050,No,Yes,No,3.0,285,16,5
4000,Apartment,Not installed,Renovated,1050,No,Yes,No,4.0,285,16,5
3775,Apartment,Not installed,Renovated,1050,No,Yes,No,1.0,198,23,3
4100,Other,Installed,Renovated,1050,No,Yes,No,2.0,200,28,5
4100,Other,Installed,Renovated,1050,No,Yes,No,3.0,200,28,5
2650,Apartment,Not installed,Renovated,1050,No,Yes,Yes,3.0,130,17,2
2650,Apartment,Not installed,Renovated,1050,No,Yes,Yes,3.0,130,17,2
1550,Apartment,Not installed,Renovated,1030,No,Yes,No,0.0,131,10,3
1550,Other,Not installed,Renovated,1030,No,Yes,No,0.0,131,10,3
1420,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,110,10,2
1450,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,50,15,1
2000,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,131,20,2
1000,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,65,17,1
1300,Other,Hyper equipped,Renovated,1180,No,Yes,No,1.0,70,17,1
2680,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,167,15,3
1240,Other,Hyper equipped,Good,1060,No,Yes,Yes,1.0,90,15,1
1100,Apartment,Installed,Good,1090,No,No,Yes,1.0,59,10,1
850,Apartment,Not installed,Good,1090,No,Yes,No,1.0,57,10,1
980,Apartment,Semi equipped,Good,1050,No,Yes,No,1.0,85,10,1
1330,Apartment,Hyper equipped,Renovated,1200,No,Yes,Unknown,1.0,75,13,2
1500,Apartment,Semi equipped,Renovated,,No,No,Unknown,1.0,125,14,2
1400,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,94,14,2
2425,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,2.0,160,10,2
1330,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,85,16,2
800,Other,Hyper equipped,Renovated,1040,No,Yes,No,1.0,45,12,1
1100,Apartment,Installed,Good,1140,No,No,No,1.0,69,14,2
1300,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,90,14,2
1580,Other,Hyper equipped,Renovated,1190,No,Yes,No,1.0,115,18,2
2680,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,169,20,3
1625,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,100,10,2
1320,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,100,10,2
1301,Other,Hyper equipped,Renovated,1150,No,Yes,No,1.0,100,12,2
1708,Other,Not installed,Good,1000,No,Yes,Yes,1.0,70,10,1
1450,Apartment,Not installed,Good,1000,No,Yes,Yes,1.0,105,10,2
1708,Apartment,Not installed,Good,1000,No,Yes,Yes,1.0,70,10,1
3000,Apartment,Installed,Good,1000,No,Yes,No,3.0,220,10,4
2500,Apartment,Installed,Good,1000,No,Yes,Yes,2.0,160,10,3
2000,Apartment,Hyper equipped,Good,1060,No,Yes,No,2.0,130,16,3
2680,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,168,10,3
1340,Other,Installed,Renovated,1090,No,Yes,No,2.0,120,16,2
1650,Other,Installed,Good,1180,No,Yes,No,2.0,120,10,3
1650,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,93,15,2
2680,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,167,10,3
700,Apartment,Not installed,Renovated,1050,No,Yes,Unknown,1.0,128,10,1
4940,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,4.0,230,19,4
1400,Apartment,Not installed,Good,1200,No,Yes,No,1.0,96,16,2
3000,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,153,17,2
3000,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,153,17,2
1201,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,1.0,67,12,1
950,Apartment,Installed,Good,1190,No,Yes,Unknown,1.0,80,14,1
2260,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,120,18,2
1500,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,90,15,2
1680,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,115,11,3
1175,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,40,10,1
1100,Apartment,Hyper equipped,Good,,No,Yes,Yes,1.0,95,14,1
1750,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,110,20,2
1225,Apartment,Installed,Renovated,1030,No,Yes,Unknown,1.0,80,15,2
2150,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,2.0,100,16,2
990,Apartment,Not installed,Renovated,1150,No,Yes,No,1.0,55,10,1
1200,Apartment,Hyper equipped,Good,1000,No,No,Yes,1.0,45,10,1
1080,Apartment,Installed,Good,,No,Yes,Yes,1.0,108,10,1
1400,Apartment,Not installed,Good,1180,No,No,Unknown,1.0,129,24,2
855,Other,Hyper equipped,Renovated,1140,No,Yes,No,1.0,40,10,1
650,Other,Semi equipped,Good,,No,Yes,Unknown,1.0,128,16,1
1250,Apartment,Not installed,Renovated,1040,No,Yes,No,1.0,128,14,3
1400,Apartment,Installed,Good,,No,Yes,No,1.0,100,10,2
2525,Apartment,Not installed,Renovated,1050,No,Yes,Unknown,3.0,160,10,3
1540,Other,Installed,Good,1200,No,Yes,Unknown,3.0,95,16,2
2850,Other,Hyper equipped,Renovated,1040,No,Yes,Unknown,2.0,245,30,4
5100,Other,Not installed,Good,1180,No,Yes,No,4.0,128,10,4
1610,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,90,10,2
3351,Other,Hyper equipped,Renovated,1190,No,Yes,No,4.0,275,25,4
620,Apartment,Semi equipped,Renovated,1000,No,Yes,No,1.0,62,14,1
825,Apartment,Not installed,Good,,No,Yes,Unknown,1.0,65,14,1
1800,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,125,17,3
1025,Apartment,Hyper equipped,Good,1080,No,No,No,0.0,60,10,1
855,Apartment,Semi equipped,Good,,No,Yes,Unknown,1.0,50,8,1
1500,Apartment,Hyper equipped,Good,1150,No,Yes,No,1.0,110,10,3
825,Apartment,Not installed,Good,1140,No,Yes,No,1.0,47,10,1
1950,Other,Hyper equipped,Good,1083,No,Yes,No,2.0,275,62,4
2100,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,150,10,2
1275,Apartment,Installed,Renovated,1200,No,Yes,Unknown,1.0,128,70,1
840,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,128,10,1
860,Apartment,Installed,Good,1040,No,Yes,Unknown,1.0,128,16,1
1750,Other,Hyper equipped,Renovated,1180,No,No,Unknown,3.0,138,18,3
780,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,128,10,1
1600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,75,14,2
1500,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,70,15,1
1700,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,110,15,2
1650,Other,Installed,Renovated,1081,No,Yes,No,2.0,128,18,3
1950,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,167,15,3
2150,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,156,30,2
2150,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,156,30,2
1500,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,95,16,2
1250,Other,Installed,Renovated,1070,No,Yes,No,2.0,92,15,2
1950,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,172,19,3
2200,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,162,16,3
960,Apartment,Installed,Good,1000,No,Yes,No,1.0,73,10,1
1500,Apartment,Hyper equipped,Good,1150,No,Yes,No,2.0,130,14,3
2700,Other,Installed,Good,1200,No,Yes,No,2.0,274,32,5
850,Apartment,Installed,Renovated,,No,Yes,Yes,1.0,45,45,1
1365,Apartment,Installed,Good,1150,No,Yes,No,1.0,130,14,3
1400,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,78,22,2
995,Apartment,Semi equipped,Good,1000,No,Yes,Unknown,1.0,128,10,2
1450,Other,Installed,Renovated,1050,No,Yes,No,3.0,95,10,2
890,Apartment,Semi equipped,Good,1040,No,Yes,No,1.0,65,10,1
840,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,43,10,1
1500,Apartment,Semi equipped,Renovated,1050,No,Yes,No,1.0,91,15,2
2000,Apartment,Installed,Good,1030,No,Yes,No,1.0,185,21,3
800,Other,Not installed,Renovated,1030,No,Yes,Unknown,1.0,51,10,1
1425,Apartment,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,100,15,2
2700,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,3.0,200,10,3
1420,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,110,20,2
1400,Apartment,Installed,Good,1180,No,Yes,No,1.0,70,10,2
865,Other,Installed,Good,1040,No,Yes,Unknown,1.0,40,10,1
1100,Other,Installed,Good,,No,Yes,Unknown,1.0,128,10,1
1300,Other,Not installed,Good,1060,No,No,Yes,1.0,125,10,2
1750,Other,Not installed,Good,1000,No,Yes,No,2.0,100,10,2
1280,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,70,14,2
2150,Apartment,Semi equipped,Renovated,1160,No,Yes,No,3.0,124,12,2
1950,Other,Installed,Renovated,1050,No,No,No,2.0,150,15,3
1120,Apartment,Hyper equipped,Renovated,1083,No,Yes,No,1.0,63,15,2
1020,Apartment,Hyper equipped,Good,1083,No,Yes,No,1.0,58,15,1
1890,Other,Hyper equipped,Renovated,1200,No,Yes,No,2.0,160,16,3
1500,Apartment,Installed,Good,1050,No,Yes,No,1.0,95,16,3
940,Apartment,Installed,Good,1040,No,Yes,No,1.0,64,14,1
1350,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,128,10,1
1300,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,128,10,1
850,Other,Installed,Good,,No,Yes,Unknown,1.0,128,10,1
1935,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,100,14,2
1935,Other,Hyper equipped,Renovated,1150,No,Yes,No,1.0,100,14,2
2380,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,176,18,3
2380,Apartment,Hyper equipped,Renovated,1060,No,Yes,No,2.0,176,18,3
1550,Apartment,Installed,Good,1050,No,No,No,1.0,100,10,2
1301,Other,Hyper equipped,Renovated,1150,No,Yes,No,1.0,100,12,2
900,Apartment,Not installed,Renovated,1000,No,Yes,Unknown,1.0,57,10,1
1100,Apartment,Installed,Good,1180,No,No,Unknown,1.0,80,15,2
4600,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,5.0,290,30,4
1270,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,120,15,2
1030,Apartment,Hyper equipped,Good,1090,No,Yes,Unknown,1.0,99,11,2
2050,Other,Installed,Renovated,1180,No,Yes,No,2.0,105,15,1
2000,Other,Installed,Renovated,1180,No,Yes,No,1.0,95,14,2
1250,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,74,13,2
1110,Other,Hyper equipped,Good,1200,No,Yes,No,1.0,50,10,1
1550,Apartment,Semi equipped,Renovated,1000,No,Yes,Yes,1.0,65,10,1
1400,Other,Hyper equipped,Renovated,1160,No,Yes,No,2.0,120,10,3
790,Other,Installed,Renovated,1180,No,Yes,Yes,1.0,40,15,1
1850,Other,Not installed,Good,1180,No,Yes,No,2.0,150,10,3
940,Apartment,Installed,Renovated,1080,No,Yes,Unknown,1.0,128,10,2
1330,Apartment,Semi equipped,Good,1190,No,Yes,Unknown,1.0,117,12,3
890,Other,Hyper equipped,Good,1180,No,No,Unknown,1.0,35,10,1
900,Apartment,Installed,No renovated,1140,No,No,Yes,1.0,70,10,1
2380,Apartment,Installed,Renovated,1000,No,Yes,No,2.0,175,18,3
1050,Apartment,Installed,Renovated,1082,No,Yes,Unknown,1.0,80,14,2
1320,Apartment,Installed,Good,1180,No,Yes,No,1.0,90,2,2
1235,Apartment,Hyper equipped,Renovated,,No,Yes,No,3.0,105,10,2
1385,Apartment,Not installed,Renovated,1082,No,Yes,Unknown,1.0,121,24,2
1350,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,75,10,1
1350,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,75,10,1
1350,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,75,10,1
1555,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,2.0,93,10,1
1430,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,98,10,1
2350,Other,Hyper equipped,Good,,No,Yes,No,3.0,200,23,5
1150,Apartment,Installed,Good,1180,No,Yes,No,1.0,70,15,1
1090,Other,Installed,Good,1180,No,No,No,1.0,90,10,2
725,Other,Installed,Good,1050,No,Yes,No,1.0,40,10,1
750,Apartment,Not installed,Renovated,,No,Yes,Yes,1.0,128,10,1
1575,Apartment,Not installed,Good,1030,No,Yes,No,1.0,135,10,4
1650,Apartment,Installed,Renovated,1040,No,Yes,Unknown,2.0,105,14,2
1385,Apartment,Hyper equipped,Renovated,1070,No,Yes,Unknown,2.0,120,16,3
1000,Apartment,Installed,Good,1030,No,Yes,No,1.0,94,10,2
1250,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,93,10,2
1340,Apartment,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,60,10,1
1540,Apartment,Not installed,Renovated,1180,No,No,Unknown,2.0,115,10,2
870,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,61,10,1
1560,Other,Hyper equipped,Renovated,1040,No,Yes,No,2.0,90,14,2
1150,Apartment,Installed,Renovated,1020,No,Yes,No,2.0,100,10,3
1400,Apartment,Installed,Good,1050,No,Yes,No,2.0,116,15,2
2200,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,100,16,2
4100,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,3.0,160,15,3
3870,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,161,15,3
3870,Other,Hyper equipped,Renovated,1060,No,Yes,No,3.0,161,15,3
2300,Other,Hyper equipped,Renovated,1170,No,Yes,No,2.0,135,14,2
2300,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,135,14,2
2375,Apartment,Hyper equipped,Renovated,1170,No,Yes,No,3.0,150,16,3
2400,Other,Installed,Renovated,1000,No,Yes,No,2.0,160,15,3
1425,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,85,14,2
1470,Apartment,Not installed,Good,1000,No,Yes,No,0.0,69,10,1
1325,Other,Installed,Renovated,1180,No,Yes,No,2.0,77,16,1
1350,Apartment,Installed,Renovated,1180,No,Yes,No,2.0,114,19,2
2100,Other,Installed,Renovated,1180,No,Yes,No,2.0,120,12,4
2300,Other,Installed,Renovated,1190,No,Yes,Unknown,2.0,180,18,4
3150,Other,Installed,Good,,No,No,Unknown,3.0,128,10,4
2150,Apartment,Not installed,Renovated,1050,No,Yes,No,2.0,159,18,2
1525,Apartment,Not installed,Good,1040,No,Yes,Yes,1.0,128,10,1
1825,Other,Hyper equipped,Good,1150,No,Yes,No,2.0,141,14,3
1625,Apartment,Hyper equipped,Good,1150,No,Yes,No,2.0,111,14,3
1500,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,80,13,2
2625,Apartment,Installed,Good,1180,No,Yes,No,2.0,110,10,2
1680,Other,Installed,Renovated,1200,No,Yes,Unknown,2.0,135,14,3
1100,Apartment,Semi equipped,Renovated,1140,No,Yes,Unknown,1.0,80,12,2
760,Other,Not installed,Good,,No,Yes,Unknown,1.0,128,10,1
