target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
2300,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,130,22,2
2300,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,130,22,2
810,Other,Semi equipped,Good,1040,No,Yes,No,1.0,56,10,1
2700,Other,Installed,Good,1050,No,No,No,3.0,284,22,3
1250,Apartment,Installed,Good,1040,No,Yes,No,2.0,80,16,2
2550,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,180,22,3
2550,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,180,22,3
3150,Other,Not installed,Renovated,,No,Yes,No,3.0,208,12,4
675,Apartment,Semi equipped,Renovated,,No,No,No,1.0,128,10,1
3700,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,165,33,2
1150,Other,Installed,Renovated,1140,No,Yes,No,1.0,90,14,2
1150,Apartment,Installed,Good,1000,No,Yes,No,1.0,65,15,2
2600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,140,18,2
4900,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,200,10,3
2600,Other,Hyper equipped,Good,1050,No,Yes,No,2.0,216,28,4
2800,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,210,10,3
2375,Apartment,Hyper equipped,Good,1180,No,Yes,No,3.0,125,30,3
1650,Apartment,Hyper equipped,Good,1200,No,Yes,No,2.0,135,17,2
2500,Other,Installed,Renovated,1020,No,Yes,No,4.0,250,10,5
1300,Other,Not installed,Renovated,1200,No,Yes,Unknown,1.0,80,12,2
2000,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,155,20,2
4650,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,4.0,285,30,4
2050,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,155,20,2
620,Apartment,Not installed,Good,,No,No,No,1.0,128,10,1
4650,Apartment,Hyper equipped,Good,1180,No,Yes,No,5.0,285,10,4
1950,Apartment,Not installed,Good,1000,No,Yes,No,2.0,114,10,2
2100,Other,Installed,Good,1180,No,No,No,1.0,220,18,4
2100,Other,Installed,Good,1180,No,No,No,1.0,220,18,4
2100,Other,Installed,Good,1180,No,No,No,1.0,220,18,4
1675,Apartment,Installed,Renovated,1030,No,Yes,Yes,1.0,90,14,2
3500,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,200,10,3
2600,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,172,20,2
1400,Apartment,Hyper equipped,Renovated,1070,No,Yes,No,1.0,68,17,1
4950,Apartment,Hyper equipped,Good,,No,Yes,No,3.0,200,10,3
1900,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,54,10,1
1550,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,2.0,95,16,2
1600,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,117,10,2
1200,Apartment,Hyper equipped,Good,1160,No,Yes,Yes,1.0,57,14,1
1380,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,57,12,1
1775,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,75,14,2
1475,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,57,12,1
2450,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,2.0,85,14,3
1670,Apartment,Semi equipped,Renovated,1000,No,Yes,No,1.0,102,10,2
1950,Apartment,Not installed,Good,1050,No,Yes,No,2.0,117,10,3
2700,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,8,4
1915,Other,Hyper equipped,Good,1060,No,No,Unknown,2.0,160,10,2
1300,Other,Installed,Renovated,,No,Yes,Unknown,1.0,119,15,1
1200,Other,Not installed,Good,1190,No,No,Unknown,1.0,100,10,2
1300,Other,Not installed,Good,1020,No,Yes,Unknown,1.0,106,10,1
1650,Apartment,Installed,Good,,No,Yes,Yes,1.0,128,10,1
2650,Other,Hyper equipped,Renovated,1200,No,Yes,No,2.0,200,10,5
845,Apartment,Not installed,Renovated,1200,No,No,Unknown,1.0,45,10,1
1260,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,74,19,1
1160,Apartment,Semi equipped,Renovated,1000,No,Yes,No,1.0,72,18,1
1560,Other,Hyper equipped,Renovated,1000,No,Yes,No,1.0,79,17,1
2550,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,216,20,3
3250,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,250,20,4
2600,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,145,15,2
1265,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,95,10,2
2115,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,100,15,2
2350,Apartment,Installed,Renovated,1000,No,Yes,No,1.0,126,15,2
2000,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,135,14,2
1850,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,62,15,1
1050,Apartment,Semi equipped,Good,1080,No,Yes,No,1.0,81,10,1
2550,Other,Not installed,Good,1000,No,No,No,0.0,128,10,3
960,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,70,10,1
1600,Apartment,Not installed,Good,1030,No,Yes,No,2.0,130,20,2
2200,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,2.0,126,15,3
955,Other,Not installed,Good,1050,No,No,No,1.0,60,10,1
1100,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,50,10,1
1400,Apartment,Installed,Good,1000,No,Yes,Yes,1.0,96,10,2
1500,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,100,10,2
1450,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,98,13,2
1685,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,2.0,100,15,2
1440,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,71,15,1
1700,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,18,2
955,Apartment,Not installed,Good,1180,No,Yes,No,1.0,89,14,1
4300,Other,Not installed,Good,,No,Yes,Unknown,3.0,250,10,3
3500,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,2.0,200,27,3
1700,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,18,2
4300,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,250,18,4
1095,Apartment,Installed,Good,1083,No,Yes,No,1.0,87,8,2
3900,Apartment,Not installed,Good,1050,No,Yes,Yes,3.0,230,10,4
1300,Apartment,Installed,Good,1050,No,Yes,No,2.0,90,11,1
2050,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,85,23,2
4300,Other,Installed,Renovated,1180,No,Yes,Yes,4.0,240,40,4
990,Apartment,Not installed,Good,1050,No,Yes,No,1.0,84,10,1
1015,Apartment,Not installed,Good,1190,No,No,Unknown,1.0,70,15,1
1299,Other,Not installed,Good,1000,No,No,Yes,1.0,76,25,1
2350,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,130,16,2
3240,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,178,20,2
2100,Apartment,Hyper equipped,Good,1150,No,Yes,No,3.0,150,20,3
4100,Other,Installed,Good,1050,No,Yes,Yes,2.0,200,10,2
1350,Other,Installed,Good,1020,No,Yes,No,2.0,125,16,2
900,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,1.0,75,10,1
2100,Other,Not installed,Renovated,,No,Yes,No,1.0,140,10,3
3280,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,173,30,2
1690,Other,Hyper equipped,Good,1180,No,Yes,No,1.0,90,10,2
1750,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,120,16,2
1850,Other,Hyper equipped,Good,,No,Yes,No,2.0,160,11,3
1950,Other,Hyper equipped,Renovated,1070,No,Yes,No,2.0,160,14,4
2200,Other,Hyper equipped,Good,1050,No,Yes,Yes,1.0,110,10,3
1750,Apartment,Installed,Good,1050,No,Yes,No,2.0,120,16,3
1830,Apartment,Hyper equipped,Good,1040,No,Yes,Unknown,1.0,150,16,3
3999,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,200,10,3
4150,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,208,27,3
4150,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,208,27,3
1325,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,55,10,1
2700,Other,Hyper equipped,Good,1180,No,No,No,4.0,235,10,5
3350,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,220,24,3
1498,Apartment,Hyper equipped,Renovated,1140,No,Yes,Unknown,1.0,76,15,1
2200,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,150,19,3
980,Apartment,Installed,Good,,No,No,Unknown,1.0,67,10,1
1125,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,105,10,2
1300,Other,Not installed,Good,1000,No,Yes,No,2.0,150,10,2
1950,Apartment,Not installed,Good,1000,No,Yes,Yes,2.0,135,10,3
1200,Apartment,Installed,Good,1030,No,Yes,No,1.0,87,10,2
1325,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,55,10,1
1420,Other,Installed,Good,1083,No,Yes,No,2.0,135,13,3
1810,Apartment,Hyper equipped,Renovated,1190,No,Yes,No,2.0,140,14,2
1500,Apartment,Not installed,Good,1000,No,Yes,No,2.0,95,10,2
2150,Other,Hyper equipped,Renovated,1200,No,Yes,No,2.0,125,16,3
2530,Other,Installed,Renovated,1050,No,Yes,Yes,3.0,180,10,3
1535,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,95,14,2
5650,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,300,30,4
4440,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,181,15,3
2200,Other,Hyper equipped,Renovated,1090,No,Yes,No,3.0,143,12,5
800,Apartment,Installed,Good,1070,No,Yes,No,1.0,56,10,1
3300,Other,Installed,Good,1050,No,Yes,No,1.0,170,17,2
3550,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,180,18,2
3550,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,180,18,2
2350,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,125,16,2
3050,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,3.0,160,18,4
2100,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,120,12,2
4100,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,128,10,5
1737,Other,Not installed,Renovated,1000,No,Yes,No,2.0,199,14,2
3050,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,170,28,3
1700,Apartment,Hyper equipped,Good,1150,No,Yes,No,2.0,160,18,2
3170,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,180,29,4
1630,Other,Installed,No renovated,1200,No,Yes,No,2.0,140,19,3
2250,Other,Installed,Renovated,1180,No,Yes,Unknown,3.0,185,19,3
1135,Apartment,Installed,Renovated,1030,No,Yes,No,1.0,90,10,2
1850,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,130,20,2
1215,Apartment,Hyper equipped,Renovated,1080,No,Yes,No,1.0,96,14,2
4100,Other,Not installed,Renovated,1050,No,Yes,Unknown,4.0,300,10,3
1300,Apartment,Hyper equipped,Good,1180,No,No,No,1.0,85,10,2
1920,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,92,12,3
2150,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,76,16,1
2380,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,175,10,3
550,Apartment,Semi equipped,Renovated,,No,No,Unknown,0.0,70,20,1
1725,Other,Not installed,Renovated,1020,No,Yes,Unknown,2.0,143,10,3
1960,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,166,25,2
1700,Apartment,Hyper equipped,Renovated,1160,No,No,Yes,1.0,55,12,1
1840,Other,Hyper equipped,Renovated,1200,No,Yes,No,1.0,140,20,3
1840,Other,Hyper equipped,Renovated,1030,No,Yes,No,1.0,140,20,3
2380,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,175,16,2
2380,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,175,16,2
1600,Other,Hyper equipped,Good,1050,No,Yes,Unknown,2.0,130,10,2
2501,Other,Installed,Renovated,1030,No,Yes,Unknown,3.0,232,25,4
1850,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,100,14,2
1830,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,84,10,2
2200,Apartment,Hyper equipped,Good,1150,No,Yes,No,3.0,125,20,3
1500,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,95,22,2
1260,Other,Hyper equipped,Renovated,1000,No,Yes,No,1.0,90,11,2
1975,Apartment,Hyper equipped,Good,1150,No,Yes,No,2.0,130,15,3
1680,Apartment,Not installed,Good,,No,No,Yes,1.0,90,10,2
1200,Apartment,Installed,Good,1030,No,Yes,No,1.0,90,13,2
810,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,45,10,1
1776,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,85,16,1
1075,Apartment,Installed,Good,1020,No,Yes,No,1.0,75,13,1
2790,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,3.0,200,20,4
3450,Other,Hyper equipped,Renovated,1000,No,Yes,No,4.0,293,23,4
1100,Apartment,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,56,10,1
1922,Apartment,Installed,Renovated,1160,No,Yes,No,1.0,90,10,2
2115,Apartment,Installed,Renovated,1160,No,Yes,No,2.0,101,10,2
2825,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,94,11,2
4100,Other,Hyper equipped,Renovated,1060,No,Yes,No,3.0,300,10,5
2800,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,300,10,4
2380,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,168,10,3
750,Apartment,Not installed,Renovated,,No,Yes,No,1.0,128,10,1
4930,Other,Hyper equipped,Good,1180,No,No,Yes,3.0,180,10,3
1130,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,1.0,65,12,1
5600,Apartment,Not installed,Renovated,1050,No,Yes,Unknown,6.0,300,10,4
1800,Other,Hyper equipped,Good,1000,No,Yes,Unknown,2.0,170,20,3
4870,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,180,9,3
950,Other,Hyper equipped,Good,1000,No,Yes,No,2.0,100,10,2
920,Apartment,Not installed,Good,1200,No,Yes,No,1.0,45,15,1
1310,Apartment,Not installed,Good,1180,No,Yes,No,1.0,38,10,1
4930,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,3.0,180,15,3
4930,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,180,10,3
1470,Other,Semi equipped,Renovated,1050,No,Yes,No,2.0,90,15,1
4930,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,180,20,3
1000,Apartment,Hyper equipped,Good,1040,No,Yes,Unknown,1.0,70,17,2
1725,Apartment,Not installed,Renovated,,No,No,Unknown,2.0,120,10,3
4300,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,274,40,3
3175,Other,Hyper equipped,Renovated,1000,No,Yes,No,3.0,205,10,3
650,Other,Not installed,Good,1050,No,Yes,Yes,0.0,128,10,1
1600,Other,Installed,Renovated,1170,No,Yes,Unknown,2.0,126,14,2
1600,Other,Installed,Renovated,1170,No,Yes,Unknown,2.0,126,14,2
1650,Apartment,Not installed,Good,1160,No,No,Yes,1.0,100,16,2
1100,Other,Installed,Renovated,1081,No,Yes,Yes,1.0,90,20,1
1550,Other,Hyper equipped,Good,1040,No,Yes,Yes,2.0,70,14,2
1750,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,70,14,2
1225,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,55,12,1
1000,Other,Installed,Good,1000,No,Yes,Yes,1.0,45,10,1
9100,Other,Not installed,Good,1030,No,Yes,No,5.0,128,10,4
1350,Apartment,Not installed,Good,1040,No,No,Yes,1.0,96,10,1
4000,Apartment,Installed,Renovated,1050,No,Yes,No,5.0,240,18,5
3830,Other,Installed,Good,1150,No,Yes,No,3.0,146,24,5
2025,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,78,10,2
855,Apartment,Installed,Good,1030,No,Yes,Unknown,1.0,128,10,1
4000,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,4.0,250,10,5
3000,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,136,10,2
1000,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,55,10,1
2300,Other,Installed,Good,1150,No,Yes,No,3.0,160,10,4
1500,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,75,14,1
930,Apartment,Not installed,Good,1040,No,No,Unknown,1.0,128,14,1
1790,Other,Not installed,Renovated,1000,No,Yes,No,2.0,130,10,2
4230,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,185,17,3
1430,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,100,17,2
1400,Apartment,Not installed,Good,,No,Yes,No,1.0,110,22,2
1550,Apartment,Not installed,Renovated,1050,No,Yes,No,2.0,120,10,2
4200,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,4.0,220,10,3
625,Other,Installed,Renovated,,No,Yes,Unknown,2.0,185,16,4
1000,Apartment,Installed,Good,1000,No,No,Yes,2.0,130,10,1
875,Other,Not installed,Renovated,1000,No,Yes,Unknown,1.0,45,12,1
875,Other,Hyper equipped,Renovated,1080,No,No,Unknown,2.0,250,16,1
3100,Apartment,Hyper equipped,Good,1050,No,No,No,2.0,175,16,3
660,Apartment,Installed,Good,1030,No,Yes,Yes,2.0,128,10,4
1250,Other,Hyper equipped,Renovated,1020,No,Yes,No,1.0,90,9,2
470,Other,Hyper equipped,Renovated,1190,No,Yes,Yes,1.0,40,15,1
3500,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,245,37,2
1285,Apartment,Installed,Renovated,1200,No,Yes,No,2.0,85,14,2
990,Apartment,Installed,Renovated,1000,No,Yes,Unknown,1.0,128,25,1
1950,Other,Not installed,Good,1180,No,Yes,No,3.0,180,14,4
1200,Apartment,Not installed,Good,1020,No,No,Yes,0.0,61,10,1
2600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,145,14,2
1850,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,100,10,3
830,Apartment,Installed,Renovated,1000,No,Yes,Unknown,1.0,50,10,1
2775,Apartment,Hyper equipped,Renovated,1150,No,Yes,Yes,1.0,78,15,2
1475,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,55,12,1
1575,Apartment,Installed,Renovated,1050,No,Yes,Yes,2.0,70,14,2
2250,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,80,14,3
1800,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,70,14,2
950,Apartment,Not installed,Good,1180,No,Yes,No,1.0,66,12,1
2000,Other,Not installed,Good,1180,No,Yes,No,2.0,145,10,3
1820,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,75,13,2
1625,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,70,12,2
2400,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,2.0,85,14,3
1325,Other,Installed,Renovated,1140,No,Yes,Yes,1.0,55,12,1
1300,Other,Hyper equipped,Good,1050,No,Yes,Yes,2.0,70,14,2
4200,Other,Installed,Renovated,1000,No,Yes,Yes,2.0,200,16,3
2675,Apartment,Installed,Renovated,1000,No,Yes,Yes,2.0,100,17,2
1950,Apartment,Installed,Good,1050,No,Yes,No,2.0,100,10,3
1201,Apartment,Not installed,Renovated,1160,No,Yes,Unknown,1.0,67,12,1
1425,Apartment,Not installed,Good,1050,No,Yes,No,2.0,115,16,2
1275,Other,Installed,Renovated,,No,Yes,Unknown,1.0,94,28,1
3700,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,232,20,4
3200,Other,Semi equipped,Renovated,1180,No,Yes,No,2.0,185,12,3
750,Other,Semi equipped,Good,1000,No,Yes,Yes,1.0,128,10,1
1050,Apartment,Hyper equipped,Renovated,1083,No,Yes,No,1.0,90,10,2
1670,Apartment,Installed,Renovated,1140,No,Yes,Yes,1.0,70,12,2
3175,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,165,10,2
2650,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,2.0,230,23,3
1650,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,109,14,2
4100,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,128,10,5
2700,Apartment,Not installed,Good,1050,No,Yes,Yes,2.0,200,10,3
1150,Apartment,Not installed,Good,1000,No,Yes,Unknown,1.0,128,10,2
2000,Apartment,Hyper equipped,Good,1180,No,Yes,No,3.0,168,18,3
1750,Apartment,Not installed,Good,1050,No,Yes,Yes,1.0,92,10,2
3000,Apartment,Hyper equipped,Renovated,1190,No,Yes,Yes,3.0,150,40,3
1450,Apartment,Not installed,Renovated,1000,No,Yes,Yes,2.0,137,10,2
1500,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,64,10,1
1500,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,65,10,1
725,Other,Not installed,Good,1030,No,Yes,Unknown,0.0,128,10,1
2050,Other,Hyper equipped,Good,1040,No,Yes,Yes,2.0,80,14,3
725,Other,Not installed,Good,1060,No,Yes,Unknown,0.0,128,10,1
4100,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,300,10,5
2150,Other,Not installed,Good,1050,No,Yes,No,0.0,165,10,3
630,Other,Not installed,Good,1210,No,No,Yes,0.0,128,10,1
1290,Apartment,Hyper equipped,Good,1180,No,Yes,Yes,1.0,70,13,2
1400,Apartment,Semi equipped,Renovated,1082,No,Yes,No,1.0,97,14,3
1550,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,128,12,2
2250,Other,Hyper equipped,Good,1200,No,Yes,No,2.0,130,15,3
960,Apartment,Semi equipped,Good,1080,No,Yes,No,1.0,86,13,2
1350,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,55,12,1
3520,Apartment,Hyper equipped,Good,1150,No,Yes,No,3.0,175,23,3
900,Apartment,Not installed,Good,1140,No,Yes,No,1.0,55,10,2
1500,Other,Not installed,Renovated,1082,No,Yes,No,1.0,80,25,2
1250,Apartment,Not installed,Renovated,1082,No,Yes,No,1.0,65,15,1
1000,Other,Not installed,Renovated,1082,No,Yes,No,1.0,42,15,1
1240,Apartment,Installed,Renovated,1060,No,Yes,Unknown,1.0,75,10,1
1750,Other,Installed,Renovated,1180,No,Yes,Unknown,2.0,146,10,3
1100,Apartment,Installed,Renovated,,No,Yes,No,1.0,120,20,2
1235,Other,Installed,Good,1200,No,Yes,No,2.0,85,14,2
1190,Apartment,Installed,Good,1050,No,Yes,Yes,1.0,70,10,1
725,Other,Not installed,Renovated,1210,No,Yes,Unknown,4.0,128,10,3
914,Apartment,Not installed,Renovated,1140,No,Yes,No,1.0,56,10,1
4100,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,151,10,2
2100,Other,Not installed,Good,1000,No,Yes,Unknown,0.0,128,10,2
1650,Other,Hyper equipped,Renovated,1020,No,Yes,No,3.0,165,20,3
5400,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,240,36,3
1800,Apartment,Installed,Renovated,1140,No,Yes,No,2.0,90,10,2
5000,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,250,10,3
900,Apartment,Installed,Good,1050,No,Yes,Yes,1.0,128,10,1
2600,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,145,15,2
4450,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,200,21,3
5400,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,244,23,3
5400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,244,23,3
1500,Other,Installed,Good,1140,No,Yes,No,2.0,90,10,2
785,Apartment,Semi equipped,Good,1140,No,No,No,1.0,65,10,1
3500,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,3.0,275,20,4
4300,Other,Not installed,Renovated,1050,No,Yes,Yes,2.0,200,10,3
4300,Other,Not installed,Renovated,1050,No,Yes,Yes,2.0,200,10,3
4300,Apartment,Not installed,Renovated,1050,No,Yes,Yes,2.0,200,10,3
4200,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,150,10,3
2525,Other,Not installed,Good,1000,No,Yes,Unknown,4.0,185,30,3
4200,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,151,10,2
4100,Apartment,Not installed,Renovated,1050,No,Yes,Yes,0.0,170,10,1
4200,Other,Hyper equipped,Good,,No,Yes,Yes,2.0,200,14,2
1400,Apartment,Not installed,Good,1083,No,Yes,No,1.0,120,10,2
1300,Apartment,Semi equipped,Renovated,1140,No,Yes,No,2.0,85,10,3
670,Other,Installed,Renovated,1050,No,No,No,1.0,80,12,1
1850,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,130,10,2
770,Apartment,Semi equipped,Renovated,1140,No,Yes,No,1.0,40,10,1
790,Apartment,Semi equipped,Renovated,1140,No,Yes,No,1.0,45,10,1
2900,Apartment,Installed,Good,1000,No,Yes,Yes,3.0,160,16,3
1400,Apartment,Not installed,Good,1000,No,Yes,No,1.0,90,19,2
2800,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,142,17,3
4700,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,151,12,2
2650,Apartment,Hyper equipped,Good,1180,No,No,No,1.0,145,10,2
1665,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,95,10,2
1175,Apartment,Hyper equipped,Renovated,1081,No,Yes,Yes,1.0,85,16,1
1000,Apartment,Semi equipped,Good,1020,No,Yes,No,1.0,90,16,1
1290,Apartment,Installed,Renovated,1140,No,Yes,No,2.0,103,10,3
1760,Other,Installed,Good,1200,No,Yes,No,2.0,150,17,3
2850,Apartment,Not installed,Good,1050,No,Yes,No,2.0,170,10,2
1150,Apartment,Hyper equipped,Renovated,1020,No,Yes,No,1.0,85,14,2
2700,Apartment,Installed,Renovated,1000,No,Yes,No,3.0,200,18,3
944,Apartment,Semi equipped,Good,1120,No,Yes,No,1.0,128,10,1
3200,Other,Installed,Renovated,1000,No,Yes,No,2.0,220,10,4
3200,Other,Installed,Renovated,1000,No,Yes,Yes,2.0,220,10,3
6700,Apartment,Hyper equipped,Good,1180,No,Yes,No,3.0,265,25,3
2600,Apartment,Installed,Renovated,1050,No,Yes,No,3.0,200,18,3
2600,Apartment,Installed,Renovated,1050,No,Yes,Unknown,3.0,145,10,2
2250,Apartment,Hyper equipped,Renovated,1050,No,No,No,1.0,110,19,2
2500,Apartment,Not installed,Good,1050,No,Yes,No,3.0,130,15,2
1625,Apartment,Installed,Good,1170,No,Yes,Yes,1.0,67,10,1
1810,Other,Hyper equipped,Good,1200,No,Yes,No,2.0,140,19,2
1700,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,128,10,2
2375,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,122,17,3
4600,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,151,10,2
1200,Other,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,44,10,1
3500,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,210,10,2
