target,listing_type,kitchen_type,building_condition,postcode,double_glazing,bathroom,m2,number_bedrooms
1050,Other,Installed,Good,1180,Yes,1.0,40,1
2500,Other,Not installed,Good,1160,Yes,0.0,200,5
1780,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,105,2
900,Other,Installed,Renovated,1000,Yes,1.0,45,1
850,Apartment,Not installed,Good,1030,No,0.0,128,1
550,Apartment,Installed,Good,1020,No,1.0,40,1
1260,Apartment,Hyper equipped,Renovated,,Yes,1.0,70,1
1000,Other,Hyper equipped,Good,1180,Yes,1.0,40,1
1350,Apartment,Hyper equipped,Good,,Yes,1.0,75,2
980,Apartment,Semi equipped,Good,1050,Yes,1.0,74,1
970,Apartment,Hyper equipped,Good,1210,Yes,1.0,70,1
700,Other,Hyper equipped,Good,1180,Yes,1.0,49,1
1550,Apartment,Hyper equipped,Good,1050,Yes,2.0,80,2
1300,Other,Not installed,Good,1180,Yes,1.0,100,2
1750,Apartment,Hyper equipped,Good,1050,Yes,2.0,93,2
2570,Apartment,Hyper equipped,Good,1050,Yes,1.0,135,3
800,Other,Semi equipped,Renovated,1000,Yes,1.0,36,1
1750,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,93,2
1480,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,55,1
2862,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,128,3
2862,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,128,3
1125,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,65,1
1125,Other,Hyper equipped,Renovated,1160,Yes,1.0,76,1
810,Apartment,Not installed,Good,1000,No,1.0,65,1
995,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,74,1
1708,Apartment,Hyper equipped,Renovated,1081,Yes,0.0,112,3
1350,Apartment,Not installed,Good,1000,Yes,1.0,50,1
1549,Apartment,Hyper equipped,Renovated,1081,Yes,0.0,110,2
3560,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,220,3
975,Apartment,Not installed,Good,,Yes,1.0,70,1
1250,Apartment,Not installed,Renovated,1050,Yes,1.0,70,1
2265,Apartment,Not installed,Renovated,1050,Yes,1.0,130,2
3200,Apartment,Not installed,Renovated,1050,Yes,2.0,164,2
2900,Other,Not installed,Renovated,1050,Yes,2.0,230,5
1500,Apartment,Not installed,Renovated,1050,Yes,1.0,90,2
1175,Apartment,Not installed,Renovated,1050,Yes,1.0,70,1
1150,Apartment,Not installed,Renovated,1050,Yes,1.0,60,1
2600,Other,Not installed,Renovated,1050,Yes,1.0,150,3
1350,Apartment,Not installed,Renovated,1050,Yes,1.0,65,1
1750,Apartment,Not installed,Renovated,1050,Yes,1.0,90,2
4850,Apartment,Not installed,Renovated,1050,Yes,2.0,194,3
6000,Apartment,Not installed,Renovated,1050,Yes,2.0,235,3
2500,Apartment,Installed,Renovated,1050,Yes,3.0,192,3
3550,Apartment,Installed,Renovated,1050,Yes,3.0,170,3
3350,Other,Not installed,Renovated,1050,Yes,2.0,130,2
3350,Other,Not installed,Renovated,1050,Yes,2.0,130,2
3350,Other,Not installed,Renovated,1050,Yes,2.0,130,2
3350,Other,Not installed,Renovated,1050,Yes,2.0,130,2
4400,Apartment,Not installed,Renovated,1050,Yes,2.0,200,2
4400,Apartment,Not installed,Renovated,1050,Yes,2.0,200,2
4400,Apartment,Not installed,Renovated,1050,Yes,2.0,200,2
4400,Apartment,Not installed,Renovated,1050,Yes,2.0,200,2
4200,Apartment,Not installed,Renovated,1050,Yes,1.0,200,2
4200,Apartment,Not installed,Renovated,1050,Yes,1.0,200,2
4200,Apartment,Not installed,Renovated,1050,Yes,1.0,200,2
4200,Apartment,Not installed,Renovated,1050,Yes,1.0,200,2
1350,Apartment,Not installed,Renovated,,No,1.0,75,2
1195,Other,Hyper equipped,Good,1020,Yes,2.0,110,2
1150,Apartment,Hyper equipped,Good,1050,No,1.0,128,1
1800,Apartment,Not installed,Good,1000,Yes,3.0,152,2
2875,Apartment,Not installed,Good,1000,Yes,3.0,150,3
2000,Apartment,Not installed,Good,1000,Yes,3.0,152,2
6000,Apartment,Not installed,Good,1000,Yes,3.0,200,3
1499,Apartment,Hyper equipped,Renovated,1081,Yes,0.0,112,2
1550,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,79,2
1950,Other,Hyper equipped,Renovated,1000,Yes,3.0,220,3
2800,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,160,2
735,Other,Not installed,Good,1000,Yes,1.0,38,1
1360,Other,Hyper equipped,Renovated,1160,Yes,2.0,100,2
1450,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,124,3
1330,Other,Hyper equipped,Renovated,1070,Yes,1.0,80,2
2150,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,125,2
865,Other,Installed,Renovated,1050,Yes,1.0,50,1
4200,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,170,2
3350,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,2
3350,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,2
2375,Other,Installed,Renovated,1180,Yes,2.0,134,3
2800,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,141,3
1325,Other,Installed,Renovated,1050,Yes,2.0,77,1
1080,Apartment,Installed,Good,1083,Yes,1.0,73,2
1530,Apartment,Hyper equipped,Good,1050,Yes,2.0,102,2
1500,Apartment,Installed,Renovated,1050,Yes,1.0,94,2
910,Apartment,Hyper equipped,Renovated,1083,Yes,1.0,63,1
1790,Apartment,Hyper equipped,Renovated,1081,Yes,2.0,115,3
2680,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,170,3
1750,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,93,2
1450,Other,Installed,Renovated,,No,1.0,90,2
720,Other,Installed,Good,1190,No,1.0,86,1
1600,Apartment,Not installed,Good,1200,Yes,2.0,134,2
1395,Other,Hyper equipped,Renovated,1190,Yes,2.0,80,2
1050,Apartment,Not installed,Renovated,1083,Yes,1.0,62,1
875,Other,Installed,Good,1200,Yes,1.0,65,1
1270,Apartment,Installed,Renovated,1000,Yes,1.0,78,2
1990,Apartment,Hyper equipped,Good,1180,Yes,2.0,112,3
1000,Apartment,Installed,Renovated,1190,Yes,1.0,70,1
795,Apartment,Installed,Good,1040,Yes,1.0,66,1
730,Apartment,Semi equipped,Good,,Yes,1.0,46,1
2500,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,170,4
1350,Other,Semi equipped,Renovated,1190,Yes,1.0,85,2
705,Apartment,Not installed,Renovated,1150,Yes,1.0,40,1
1700,Apartment,Hyper equipped,Good,1180,Yes,2.0,115,2
850,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,128,1
1350,Other,Installed,Good,1180,No,3.0,105,2
2050,Apartment,Hyper equipped,Good,1180,Yes,2.0,134,3
1400,Apartment,Not installed,Good,1083,Yes,2.0,95,3
1100,Apartment,Installed,Renovated,,Yes,1.0,85,2
3000,Other,Installed,Good,1050,No,3.0,284,3
980,Apartment,Not installed,Good,1000,Yes,1.0,128,1
2210,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,115,3
2100,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,135,3
2250,Other,Installed,Renovated,1180,Yes,2.0,76,3
1450,Apartment,Hyper equipped,Renovated,1030,Yes,2.0,130,3
2650,Apartment,Installed,Good,1050,Yes,3.0,184,3
3000,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,220,3
1310,Other,Hyper equipped,Renovated,1160,Yes,2.0,90,2
1000,Apartment,Hyper equipped,Good,1050,No,1.0,70,1
1200,Apartment,Installed,Good,1180,No,1.0,92,2
1170,Other,Installed,Good,1050,Yes,1.0,87,1
1400,Apartment,Hyper equipped,Renovated,1060,Yes,1.0,65,2
2050,Apartment,Installed,Renovated,1150,Yes,2.0,180,3
1750,Other,Installed,Renovated,1180,Yes,2.0,85,2
975,Apartment,Installed,Good,1050,No,0.0,70,1
2375,Apartment,Hyper equipped,Renovated,1140,Yes,2.0,134,3
1725,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,75,2
1725,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,71,2
1500,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,91,2
2500,Apartment,Hyper equipped,Renovated,1140,Yes,2.0,118,3
2100,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,93,3
1150,Apartment,Semi equipped,Renovated,1050,No,1.0,60,1
1750,Other,Hyper equipped,Renovated,1140,Yes,1.0,84,2
1030,Other,Hyper equipped,Renovated,1140,Yes,1.0,45,1
2130,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,139,3
3500,Other,Hyper equipped,Renovated,1150,Yes,3.0,285,3
2130,Apartment,Hyper equipped,Renovated,1170,Yes,2.0,139,3
725,Other,Not installed,Good,1040,No,0.0,128,1
820,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
800,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
800,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
820,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
800,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
800,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
900,Other,Hyper equipped,Renovated,1080,Yes,1.0,45,1
715,Apartment,Not installed,Good,1060,Yes,1.0,56,1
1260,Apartment,Installed,Good,,Yes,1.0,100,2
975,Other,Not installed,Good,1030,No,0.0,128,1
995,Apartment,Installed,Renovated,1140,Yes,1.0,45,1
2600,Other,Hyper equipped,Renovated,1060,Yes,3.0,240,5
2950,Apartment,Not installed,Renovated,1180,Yes,1.0,145,2
1800,Other,Hyper equipped,Good,1180,Yes,2.0,140,3
1050,Apartment,Hyper equipped,Good,,Yes,1.0,60,1
1750,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,119,2
1600,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,100,2
1950,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,80,2
1950,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,80,2
1050,Other,Hyper equipped,Renovated,1050,Yes,1.0,60,1
1150,Apartment,Installed,Renovated,1200,Yes,1.0,75,2
900,Other,Not installed,Good,1180,Yes,1.0,50,1
1150,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
1530,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,70,2
2100,Other,Hyper equipped,Renovated,1180,Yes,2.0,160,3
1950,Other,Installed,Renovated,1180,Yes,2.0,129,2
2250,Other,Hyper equipped,Good,1180,Yes,3.0,180,4
1950,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,119,3
2930,Other,Hyper equipped,Renovated,1180,Yes,3.0,200,2
1350,Apartment,Hyper equipped,Good,1083,Yes,2.0,106,3
1650,Other,Hyper equipped,Good,,Yes,2.0,120,3
2470,Apartment,Hyper equipped,Renovated,1150,Yes,2.0,143,2
2201,Apartment,Hyper equipped,Good,1180,Yes,3.0,180,2
2500,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,132,3
2280,Apartment,Not installed,Good,,No,1.0,128,4
680,Other,Not installed,Good,1200,Yes,1.0,35,1
1200,Apartment,Installed,Renovated,1200,Yes,1.0,100,2
1970,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,100,2
1345,Apartment,Installed,Good,1050,Yes,1.0,80,1
1895,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,106,3
1200,Apartment,Installed,Good,1000,No,1.0,80,2
980,Apartment,Installed,Good,1040,Yes,1.0,70,1
2200,Apartment,Installed,Good,1180,No,2.0,220,1
1200,Other,Hyper equipped,Renovated,1200,Yes,1.0,65,1
1500,Other,Hyper equipped,Renovated,1150,Yes,2.0,96,2
1420,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,106,2
950,Other,Installed,Renovated,1140,Yes,1.0,43,1
1400,Apartment,Not installed,Good,1150,Yes,1.0,85,2
1200,Apartment,Installed,Good,1000,Yes,1.0,65,1
1170,Apartment,Hyper equipped,Good,1190,Yes,1.0,55,1
975,Apartment,Not installed,Good,1040,Yes,1.0,76,1
1450,Apartment,Not installed,Good,,No,0.0,95,1
1250,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,90,2
750,Other,Installed,Renovated,1030,Yes,1.0,35,1
1040,Apartment,Not installed,Renovated,1170,Yes,1.0,75,1
1300,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
1500,Apartment,Not installed,Good,1050,Yes,0.0,100,1
960,Apartment,Hyper equipped,Good,1030,Yes,1.0,60,1
1025,Apartment,Not installed,Good,1140,Yes,1.0,128,2
1675,Apartment,Installed,Renovated,1050,Yes,2.0,105,2
785,Apartment,Semi equipped,Renovated,1050,Yes,1.0,54,1
3930,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,155,2
1700,Apartment,Installed,Good,1180,Yes,2.0,100,2
1000,Apartment,Installed,Renovated,1020,Yes,1.0,80,1
940,Apartment,Semi equipped,Good,1000,Yes,1.0,128,2
1300,Apartment,Hyper equipped,Renovated,1210,Yes,1.0,128,1
950,Apartment,Installed,Good,1060,Yes,1.0,60,1
930,Apartment,Not installed,Good,1040,Yes,2.0,56,1
1400,Apartment,Hyper equipped,Good,1180,No,1.0,60,1
2070,Apartment,Installed,Renovated,,Yes,1.0,98,2
900,Apartment,Installed,Good,1030,No,1.0,75,1
2070,Apartment,Installed,Renovated,1000,Yes,2.0,98,2
3000,Other,Hyper equipped,Renovated,1050,Yes,2.0,136,2
1300,Apartment,Installed,Renovated,1050,Yes,1.0,80,1
1070,Apartment,Not installed,Good,1040,No,1.0,50,1
3525,Apartment,Hyper equipped,Good,1180,No,2.0,100,2
1135,Apartment,Installed,Good,1030,Yes,1.0,65,1
2500,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,114,2
1100,Apartment,Installed,Renovated,1000,Yes,1.0,65,1
1400,Other,Hyper equipped,Renovated,1180,Yes,1.0,98,2
2595,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,210,3
835,Apartment,Semi equipped,Good,1082,Yes,1.0,122,2
1350,Other,Hyper equipped,Renovated,1060,Yes,1.0,80,1
1200,Apartment,Semi equipped,Renovated,1000,Yes,1.0,130,3
815,Apartment,Not installed,Good,1030,No,1.0,90,1
2400,Apartment,Not installed,Renovated,1050,Yes,2.0,200,4
1700,Apartment,Not installed,Renovated,1000,Yes,2.0,115,2
2000,Apartment,Hyper equipped,Renovated,1200,No,1.0,110,2
1000,Other,Hyper equipped,Good,1210,Yes,1.0,70,1
1320,Apartment,Installed,Renovated,1140,Yes,1.0,70,1
2680,Other,Hyper equipped,Renovated,1050,Yes,2.0,143,3
950,Other,Not installed,Renovated,1000,Yes,1.0,45,1
1750,Apartment,Semi equipped,Renovated,1050,Yes,2.0,160,3
1950,Other,Installed,Renovated,1050,Yes,2.0,220,3
1200,Apartment,Not installed,Good,,Yes,1.0,95,2
850,Other,Not installed,Good,,Yes,1.0,75,1
1350,Apartment,Hyper equipped,Renovated,1083,Yes,1.0,115,3
870,Apartment,Installed,Good,1040,Yes,1.0,75,1
1450,Apartment,Not installed,Good,,No,1.0,128,2
2150,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,125,3
850,Other,Installed,Good,1160,Yes,1.0,51,1
1650,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,1
4400,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,155,2
4400,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,140,2
3050,Other,Hyper equipped,Renovated,1180,Yes,2.0,180,4
4200,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,170,2
4400,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,140,2
4400,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,155,2
3350,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,2
3350,Other,Hyper equipped,Renovated,1180,Yes,2.0,100,2
1200,Other,Hyper equipped,Renovated,1200,Yes,1.0,68,1
890,Apartment,Installed,Renovated,1080,Yes,1.0,80,1
1130,Other,Hyper equipped,Good,1070,Yes,1.0,129,1
910,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,60,1
650,Other,Installed,Good,,No,1.0,128,1
2000,Other,Not installed,Good,1050,Yes,2.0,220,3
1700,Apartment,Not installed,Renovated,1050,Yes,2.0,160,3
2600,Other,Hyper equipped,Good,1000,Yes,4.0,200,3
2350,Other,Installed,Good,1060,Yes,5.0,250,5
961,Apartment,Not installed,Good,1030,Yes,1.0,75,2
800,Other,Installed,Renovated,1070,Yes,1.0,36,1
1525,Other,Hyper equipped,Good,1040,Yes,1.0,85,1
1525,Apartment,Hyper equipped,Good,1040,Yes,1.0,85,1
1080,Apartment,Not installed,Good,,No,1.0,80,2
1240,Other,Hyper equipped,Good,1000,Yes,1.0,100,1
1250,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,70,1
1100,Apartment,Not installed,Renovated,1180,Yes,1.0,50,1
980,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,75,1
1310,Other,Installed,Renovated,1180,Yes,1.0,85,2
1575,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,70,1
2350,Other,Installed,Renovated,1030,Yes,3.0,180,5
1150,Apartment,Not installed,Renovated,1200,Yes,1.0,120,2
4400,Apartment,Not installed,Renovated,1050,Yes,4.0,250,3
977,Apartment,Not installed,Good,1070,Yes,1.0,82,2
1010,Other,Hyper equipped,Good,1040,Yes,1.0,68,1
1425,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,60,1
2600,Other,Hyper equipped,Renovated,1000,Yes,2.0,149,3
3700,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,161,3
2800,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,200,3
1850,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,89,2
1640,Apartment,Not installed,Good,1000,Yes,2.0,128,3
3525,Apartment,Hyper equipped,Good,1180,No,2.0,100,2
1090,Apartment,Installed,Renovated,1200,Yes,1.0,70,2
1245,Other,Hyper equipped,Renovated,,Yes,1.0,70,1
1600,Other,Hyper equipped,Renovated,1030,Yes,2.0,94,3
965,Apartment,Hyper equipped,Good,1040,Yes,1.0,65,1
885,Apartment,Installed,Good,,Yes,1.0,70,1
1730,Apartment,Hyper equipped,Good,1040,Yes,2.0,130,3
900,Apartment,Semi equipped,Renovated,1040,Yes,1.0,40,1
1200,Other,Not installed,Renovated,1040,No,1.0,128,1
1100,Apartment,Not installed,Good,1180,Yes,1.0,65,1
1100,Apartment,Installed,Renovated,1030,Yes,5.0,105,2
1065,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,86,2
1295,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,67,1
1915,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,125,3
1080,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,75,1
2500,Other,Not installed,Good,1170,Yes,1.0,145,3
1500,Apartment,Not installed,Renovated,1180,Yes,2.0,118,2
650,Other,Installed,Good,1200,No,1.0,109,1
1280,Other,Hyper equipped,Renovated,1050,Yes,1.0,80,2
1210,Apartment,Installed,Good,1080,Yes,2.0,120,2
1085,Apartment,Not installed,Good,1000,Yes,1.0,70,2
1500,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,100,2
5630,Other,Hyper equipped,Renovated,1050,Yes,2.0,191,2
1500,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,95,2
1300,Apartment,Installed,Good,1040,Yes,2.0,150,2
1730,Apartment,Installed,Good,1150,Yes,2.0,128,3
1900,Apartment,Not installed,Good,1180,Yes,2.0,110,2
1100,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,69,1
850,Apartment,Not installed,Renovated,,Yes,1.0,50,2
1070,Other,Installed,Good,1170,Yes,1.0,90,2
1655,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,98,2
2500,Other,Not installed,Renovated,1000,Yes,3.0,270,3
1200,Other,Hyper equipped,Good,1070,Yes,1.0,140,2
930,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,119,1
1750,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,160,3
6000,Other,Hyper equipped,Renovated,1050,Yes,3.0,187,3
3075,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,187,3
4410,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,210,3
1380,Apartment,Not installed,Renovated,1050,Yes,1.0,100,2
1400,Apartment,Semi equipped,Renovated,1200,Yes,1.0,126,3
1450,Apartment,Installed,Good,1180,Yes,2.0,100,2
1030,Apartment,Installed,Renovated,1200,Yes,1.0,65,1
1250,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,105,1
2300,Other,Hyper equipped,Renovated,1050,Yes,2.0,101,2
1125,Other,Hyper equipped,Good,1000,Yes,1.0,90,2
1100,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,56,1
1370,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,100,2
2120,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,130,2
1350,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,40,1
1300,Apartment,Hyper equipped,Renovated,,Yes,1.0,75,2
1590,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,103,2
1650,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,100,2
2601,Other,Hyper equipped,Renovated,1140,Yes,3.0,300,5
1750,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,103,2
2150,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,125,3
1300,Apartment,Hyper equipped,Good,1040,Yes,1.0,90,1
660,Other,Not installed,Good,1190,Yes,1.0,37,1
1825,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,140,3
1700,Apartment,Hyper equipped,Good,1180,Yes,1.0,140,2
1150,Other,Hyper equipped,Good,1050,Yes,2.0,78,1
3150,Apartment,Hyper equipped,Renovated,1150,Yes,2.0,135,3
1515,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,96,2
2000,Other,Hyper equipped,Good,1000,Yes,2.0,160,2
1420,Apartment,Installed,No renovated,1150,Yes,2.0,89,2
1100,Apartment,Installed,Renovated,1200,Yes,2.0,88,2
1350,Apartment,Installed,Good,1150,Yes,1.0,100,2
1800,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,100,1
1560,Other,Installed,Renovated,1200,Yes,2.0,100,2
1700,Apartment,Hyper equipped,Renovated,1140,Yes,2.0,140,3
1300,Apartment,Not installed,Good,,No,1.0,90,2
800,Apartment,Installed,Good,1080,Yes,1.0,105,1
780,Apartment,Hyper equipped,Good,1200,Yes,1.0,50,1
780,Apartment,Semi equipped,Renovated,1050,Yes,1.0,55,1
1650,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,120,2
965,Apartment,Installed,Good,1040,Yes,1.0,38,1
1050,Apartment,Installed,Renovated,1020,Yes,1.0,70,2
1650,Apartment,Semi equipped,Renovated,1050,Yes,2.0,120,3
2020,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,110,3
1625,Apartment,Installed,Good,1180,Yes,2.0,88,2
1440,Apartment,Installed,Renovated,1160,Yes,1.0,97,2
3600,Other,Installed,Good,1180,No,3.0,270,5
3600,Other,Installed,Good,1180,Yes,3.0,220,4
1410,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,128,2
1330,Other,Not installed,Good,,Yes,2.0,100,2
1035,Other,Installed,Renovated,1050,Yes,1.0,80,1
1150,Apartment,Hyper equipped,Good,1040,Yes,1.0,65,1
1895,Other,Not installed,Renovated,1200,Yes,2.0,140,4
1020,Apartment,Not installed,Good,1180,Yes,1.0,128,1
820,Apartment,Installed,Good,1060,No,1.0,45,1
1135,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,64,1
900,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,51,1
1350,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,71,2
1350,Apartment,Semi equipped,Renovated,1000,Yes,2.0,68,2
1350,Apartment,Hyper equipped,Good,1000,Yes,2.0,71,2
1300,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,85,2
910,Apartment,Installed,Good,1150,Yes,1.0,128,1
1170,Apartment,Hyper equipped,Good,1050,Yes,1.0,60,1
2751,Other,Hyper equipped,Renovated,1040,Yes,3.0,240,5
1680,Other,Installed,Renovated,,Yes,2.0,120,2
2100,Other,Installed,Good,1170,No,2.0,180,4
1675,Apartment,Installed,Good,1050,No,2.0,100,1
2250,Other,Installed,Good,1050,No,2.0,160,2
1650,Apartment,Installed,Renovated,1050,Yes,0.0,101,2
1390,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,90,2
900,Apartment,Semi equipped,Renovated,1190,Yes,1.0,55,1
1465,Apartment,Not installed,Good,1030,Yes,2.0,79,2
795,Apartment,Installed,Good,1050,No,1.0,40,1
2600,Apartment,Hyper equipped,Good,1050,Yes,3.0,150,2
1350,Apartment,Hyper equipped,Good,1050,Yes,1.0,80,2
1650,Apartment,Hyper equipped,Good,,Yes,1.0,82,2
1950,Apartment,Installed,No renovated,,Yes,2.0,160,2
1075,Apartment,Not installed,Good,1000,Yes,1.0,75,2
870,Apartment,Hyper equipped,Good,,Yes,1.0,70,1
2150,Apartment,Hyper equipped,Good,1150,No,2.0,145,3
1250,Apartment,Installed,Good,1060,Yes,1.0,85,2
540,Other,Not installed,Good,,No,0.0,128,1
1500,Apartment,Installed,Renovated,1190,Yes,1.0,100,2
1700,Apartment,Hyper equipped,Good,1150,Yes,1.0,100,2
1425,Apartment,Not installed,Renovated,1180,Yes,2.0,90,2
2550,Apartment,Not installed,Good,1150,Yes,2.0,160,3
1700,Apartment,Not installed,Good,1030,Yes,0.0,135,1
2400,Apartment,Not installed,Renovated,1050,Yes,1.0,153,2
2030,Apartment,Installed,Good,1050,Yes,1.0,110,3
2700,Other,Hyper equipped,Good,1180,No,4.0,235,5
1400,Apartment,Not installed,Good,1030,Yes,0.0,142,3
1500,Other,Hyper equipped,Good,1030,Yes,2.0,128,3
1450,Apartment,Not installed,Good,1060,Yes,2.0,128,2
3100,Other,Not installed,Renovated,1150,Yes,2.0,220,4
950,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,56,1
1270,Apartment,Not installed,Good,1180,Yes,1.0,96,2
795,Apartment,Not installed,Good,1050,Yes,1.0,45,1
1500,Apartment,Not installed,Renovated,1190,Yes,1.0,94,2
1090,Apartment,Semi equipped,Good,1000,Yes,1.0,56,1
1040,Apartment,Hyper equipped,Good,1050,Yes,1.0,60,1
2570,Other,Hyper equipped,Renovated,1180,Yes,2.0,201,3
2000,Other,Installed,Renovated,1000,Yes,2.0,160,2
750,Apartment,Not installed,Good,1210,No,0.0,50,2
2210,Other,Hyper equipped,Good,1180,Yes,2.0,160,2
1000,Other,Hyper equipped,Renovated,1160,Yes,1.0,40,1
1075,Other,Hyper equipped,Renovated,1050,No,1.0,95,1
1125,Other,Not installed,Good,1180,No,1.0,65,1
1180,Apartment,Installed,Good,1040,No,1.0,75,2
2250,Other,Not installed,Renovated,1180,No,2.0,185,3
890,Other,Semi equipped,Renovated,1050,No,2.0,85,2
965,Apartment,Not installed,Good,1180,Yes,0.0,70,1
960,Apartment,Installed,Renovated,1180,Yes,1.0,128,1
820,Other,Not installed,Good,1040,Yes,1.0,43,1
1750,Other,Hyper equipped,Renovated,1050,Yes,3.0,95,2
1095,Apartment,Hyper equipped,Renovated,,Yes,1.0,97,3
950,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,60,1
2720,Other,Hyper equipped,Renovated,1050,Yes,2.0,150,3
1400,Apartment,Not installed,Renovated,,Yes,1.0,45,1
1400,Apartment,Installed,Renovated,,No,1.0,50,1
1250,Other,Installed,Good,1200,Yes,1.0,100,2
3000,Other,Hyper equipped,Renovated,1040,Yes,4.0,240,4
