target,listing_type,kitchen_type,building_condition,postcode,double_glazing,bathroom,m2,number_bedrooms
795,Apartment,Not installed,Good,1000,Yes,1.0,69,1
1600,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,128,3
1250,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,81,1
850,Other,Hyper equipped,Renovated,1000,Yes,1.0,36,1
1820,Other,Hyper equipped,Renovated,1180,No,1.0,150,3
910,Apartment,Installed,Good,1000,Yes,1.0,55,1
890,Other,Installed,Renovated,1000,Yes,1.0,40,1
1625,Apartment,Installed,Good,1050,Yes,1.0,80,1
2250,Apartment,Not installed,Good,1150,Yes,2.0,114,3
1600,Other,Hyper equipped,Renovated,1060,Yes,2.0,140,2
3650,Other,Hyper equipped,Renovated,1050,Yes,3.0,200,3
1450,Apartment,Installed,Renovated,1200,No,2.0,129,3
1675,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,113,2
1700,Other,Installed,Renovated,1080,Yes,2.0,155,4
1300,Apartment,Installed,Renovated,1180,No,1.0,90,2
950,Apartment,Semi equipped,Good,1050,Yes,1.0,50,1
140,Apartment,Not installed,Good,1150,No,0.0,128,1
1975,Apartment,Not installed,Renovated,1200,Yes,2.0,147,2
1800,Other,Installed,Renovated,1030,Yes,2.0,100,3
1085,Apartment,Installed,Renovated,1040,Yes,1.0,80,1
2200,Other,Installed,Good,1160,Yes,3.0,128,4
850,Apartment,Installed,Good,1090,No,2.0,70,2
1150,Apartment,Installed,Renovated,1000,Yes,1.0,128,1
1700,Apartment,Hyper equipped,Good,1180,Yes,1.0,125,3
815,Apartment,Installed,Good,,Yes,1.0,109,1
1700,Apartment,Not installed,Good,1050,No,2.0,120,2
1380,Apartment,Installed,Good,,Yes,1.0,128,2
1870,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,151,2
1870,Apartment,Hyper equipped,Renovated,1060,Yes,2.0,151,2
850,Apartment,Not installed,Renovated,,No,1.0,82,2
2680,Other,Hyper equipped,Renovated,1050,Yes,1.0,167,3
1170,Apartment,Installed,Good,1040,Yes,1.0,90,2
790,Apartment,Installed,No renovated,1050,Yes,1.0,58,1
700,Apartment,Semi equipped,Renovated,1030,Yes,1.0,55,1
2750,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,149,3
1230,Apartment,Installed,Good,1050,Yes,1.0,80,1
2750,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,150,3
1620,Other,Installed,Renovated,1040,Yes,1.0,123,3
880,Apartment,Semi equipped,Good,1190,No,1.0,80,1
1350,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,92,2
870,Apartment,Hyper equipped,Good,1180,No,1.0,90,1
940,Other,Installed,Renovated,1030,Yes,2.0,102,1
900,Apartment,Semi equipped,Good,1000,Yes,1.0,60,1
2850,Apartment,Hyper equipped,Good,1180,Yes,1.0,149,3
1250,Apartment,Not installed,Good,1040,No,1.0,128,1
1250,Apartment,Semi equipped,Good,1200,Yes,1.0,75,2
1450,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,110,2
2700,Apartment,Hyper equipped,Renovated,1190,Yes,3.0,170,3
1650,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,163,3
2600,Other,Not installed,Renovated,1180,Yes,3.0,260,5
1250,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,128,1
1705,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,116,3
1775,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,100,2
2680,Other,Hyper equipped,Renovated,1160,Yes,3.0,167,3
2680,Other,Hyper equipped,Renovated,1180,Yes,2.0,167,3
1950,Other,Hyper equipped,Good,1180,Yes,2.0,120,4
3350,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,230,4
1380,Apartment,Hyper equipped,Good,1200,Yes,1.0,110,2
1750,Other,Installed,Renovated,1040,Yes,1.0,95,2
3175,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,165,2
2900,Apartment,Hyper equipped,Renovated,,Yes,2.0,175,3
2700,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,150,3
975,Apartment,Hyper equipped,Good,1150,No,1.0,128,1
1800,Other,Installed,Renovated,1030,Yes,2.0,100,3
2600,Other,Not installed,Renovated,1050,Yes,1.0,140,3
4000,Apartment,Not installed,Renovated,1050,Yes,3.0,285,5
4000,Apartment,Not installed,Renovated,1050,Yes,4.0,285,5
3775,Apartment,Not installed,Renovated,1050,Yes,1.0,198,3
4100,Other,Installed,Renovated,1050,Yes,2.0,200,5
4100,Other,Installed,Renovated,1050,Yes,3.0,200,5
2650,Apartment,Not installed,Renovated,1050,Yes,3.0,130,2
2650,Apartment,Not installed,Renovated,1050,Yes,3.0,130,2
1550,Apartment,Not installed,Renovated,1030,Yes,0.0,131,3
1550,Other,Not installed,Renovated,1030,Yes,0.0,131,3
1420,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,110,2
1450,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,50,1
2000,Apartment,Hyper equipped,Renovated,,Yes,2.0,131,2
1000,Apartment,Hyper equipped,Good,1000,Yes,1.0,65,1
1300,Other,Hyper equipped,Renovated,1180,Yes,1.0,70,1
2680,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,167,3
1240,Other,Hyper equipped,Good,1060,Yes,1.0,90,1
1100,Apartment,Installed,Good,1090,No,1.0,59,1
850,Apartment,Not installed,Good,1090,Yes,1.0,57,1
980,Apartment,Semi equipped,Good,1050,Yes,1.0,85,1
1330,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,75,2
1500,Apartment,Semi equipped,Renovated,,No,1.0,125,2
1400,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,94,2
2425,Other,Hyper equipped,Renovated,1050,Yes,2.0,160,2
1330,Other,Hyper equipped,Renovated,1050,Yes,1.0,85,2
800,Other,Hyper equipped,Renovated,1040,Yes,1.0,45,1
1100,Apartment,Installed,Good,1140,No,1.0,69,2
1300,Apartment,Hyper equipped,Good,1040,Yes,1.0,90,2
1580,Other,Hyper equipped,Renovated,1190,Yes,1.0,115,2
2680,Other,Hyper equipped,Renovated,1180,Yes,2.0,169,3
1625,Apartment,Hyper equipped,Renovated,,Yes,1.0,100,2
1320,Apartment,Hyper equipped,Good,,Yes,1.0,100,2
1301,Other,Hyper equipped,Renovated,1150,Yes,1.0,100,2
1708,Other,Not installed,Good,1000,Yes,1.0,70,1
1450,Apartment,Not installed,Good,1000,Yes,1.0,105,2
1708,Apartment,Not installed,Good,1000,Yes,1.0,70,1
3000,Apartment,Installed,Good,1000,Yes,3.0,220,4
2500,Apartment,Installed,Good,1000,Yes,2.0,160,3
2000,Apartment,Hyper equipped,Good,1060,Yes,2.0,130,3
2680,Apartment,Hyper equipped,Good,1040,Yes,1.0,168,3
1340,Other,Installed,Renovated,1090,Yes,2.0,120,2
1650,Other,Installed,Good,1180,Yes,2.0,120,3
1650,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,93,2
2680,Other,Hyper equipped,Renovated,1050,Yes,2.0,167,3
700,Apartment,Not installed,Renovated,1050,Yes,1.0,128,1
4940,Apartment,Hyper equipped,Renovated,1000,Yes,4.0,230,4
1400,Apartment,Not installed,Good,1200,Yes,1.0,96,2
3000,Other,Hyper equipped,Renovated,1000,Yes,2.0,153,2
3000,Other,Hyper equipped,Renovated,1000,Yes,2.0,153,2
1201,Apartment,Hyper equipped,Renovated,1160,Yes,1.0,67,1
950,Apartment,Installed,Good,1190,Yes,1.0,80,1
2260,Other,Hyper equipped,Renovated,1180,Yes,1.0,120,2
1500,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,90,2
1680,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,115,3
1175,Other,Hyper equipped,Renovated,1180,Yes,1.0,40,1
1100,Apartment,Hyper equipped,Good,,Yes,1.0,95,1
1750,Apartment,Hyper equipped,Good,1000,Yes,1.0,110,2
1225,Apartment,Installed,Renovated,1030,Yes,1.0,80,2
2150,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,100,2
990,Apartment,Not installed,Renovated,1150,Yes,1.0,55,1
1200,Apartment,Hyper equipped,Good,1000,No,1.0,45,1
1080,Apartment,Installed,Good,,Yes,1.0,108,1
1400,Apartment,Not installed,Good,1180,No,1.0,129,2
855,Other,Hyper equipped,Renovated,1140,Yes,1.0,40,1
650,Other,Semi equipped,Good,,Yes,1.0,128,1
1250,Apartment,Not installed,Renovated,1040,Yes,1.0,128,3
1400,Apartment,Installed,Good,,Yes,1.0,100,2
2525,Apartment,Not installed,Renovated,1050,Yes,3.0,160,3
1540,Other,Installed,Good,1200,Yes,3.0,95,2
2850,Other,Hyper equipped,Renovated,1040,Yes,2.0,245,4
5100,Other,Not installed,Good,1180,Yes,4.0,128,4
1610,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,90,2
3351,Other,Hyper equipped,Renovated,1190,Yes,4.0,275,4
620,Apartment,Semi equipped,Renovated,1000,Yes,1.0,62,1
825,Apartment,Not installed,Good,,Yes,1.0,65,1
1800,Apartment,Hyper equipped,Good,1000,Yes,1.0,125,3
1025,Apartment,Hyper equipped,Good,1080,No,0.0,60,1
855,Apartment,Semi equipped,Good,,Yes,1.0,50,1
1500,Apartment,Hyper equipped,Good,1150,Yes,1.0,110,3
825,Apartment,Not installed,Good,1140,Yes,1.0,47,1
1950,Other,Hyper equipped,Good,1083,Yes,2.0,275,4
2100,Other,Hyper equipped,Renovated,1000,Yes,1.0,150,2
1275,Apartment,Installed,Renovated,1200,Yes,1.0,128,1
840,Other,Hyper equipped,Renovated,1000,Yes,1.0,128,1
860,Apartment,Installed,Good,1040,Yes,1.0,128,1
1750,Other,Hyper equipped,Renovated,1180,No,3.0,138,3
780,Other,Hyper equipped,Renovated,1000,Yes,1.0,128,1
1600,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,75,2
1500,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
1700,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,110,2
1650,Other,Installed,Renovated,1081,Yes,2.0,128,3
1950,Other,Hyper equipped,Renovated,1050,Yes,1.0,167,3
2150,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,156,2
2150,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,156,2
1500,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,95,2
1250,Other,Installed,Renovated,1070,Yes,2.0,92,2
1950,Other,Hyper equipped,Renovated,1050,Yes,1.0,172,3
2200,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,162,3
960,Apartment,Installed,Good,1000,Yes,1.0,73,1
1500,Apartment,Hyper equipped,Good,1150,Yes,2.0,130,3
2700,Other,Installed,Good,1200,Yes,2.0,274,5
850,Apartment,Installed,Renovated,,Yes,1.0,45,1
1365,Apartment,Installed,Good,1150,Yes,1.0,130,3
1400,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,78,2
995,Apartment,Semi equipped,Good,1000,Yes,1.0,128,2
1450,Other,Installed,Renovated,1050,Yes,3.0,95,2
890,Apartment,Semi equipped,Good,1040,Yes,1.0,65,1
840,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,43,1
1500,Apartment,Semi equipped,Renovated,1050,Yes,1.0,91,2
2000,Apartment,Installed,Good,1030,Yes,1.0,185,3
800,Other,Not installed,Renovated,1030,Yes,1.0,51,1
1425,Apartment,Hyper equipped,Renovated,1180,No,1.0,100,2
2700,Other,Hyper equipped,Renovated,1050,Yes,3.0,200,3
1420,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,110,2
1400,Apartment,Installed,Good,1180,Yes,1.0,70,2
865,Other,Installed,Good,1040,Yes,1.0,40,1
1100,Other,Installed,Good,,Yes,1.0,128,1
1300,Other,Not installed,Good,1060,No,1.0,125,2
1750,Other,Not installed,Good,1000,Yes,2.0,100,2
1280,Apartment,Hyper equipped,Renovated,,Yes,1.0,70,2
2150,Apartment,Semi equipped,Renovated,1160,Yes,3.0,124,2
1950,Other,Installed,Renovated,1050,No,2.0,150,3
1120,Apartment,Hyper equipped,Renovated,1083,Yes,1.0,63,2
1020,Apartment,Hyper equipped,Good,1083,Yes,1.0,58,1
1890,Other,Hyper equipped,Renovated,1200,Yes,2.0,160,3
1500,Apartment,Installed,Good,1050,Yes,1.0,95,3
940,Apartment,Installed,Good,1040,Yes,1.0,64,1
1350,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,128,1
1300,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,128,1
850,Other,Installed,Good,,Yes,1.0,128,1
1935,Other,Hyper equipped,Renovated,1200,Yes,1.0,100,2
1935,Other,Hyper equipped,Renovated,1150,Yes,1.0,100,2
2380,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,176,3
2380,Apartment,Hyper equipped,Renovated,1060,Yes,2.0,176,3
1550,Apartment,Installed,Good,1050,No,1.0,100,2
1301,Other,Hyper equipped,Renovated,1150,Yes,1.0,100,2
900,Apartment,Not installed,Renovated,1000,Yes,1.0,57,1
1100,Apartment,Installed,Good,1180,No,1.0,80,2
4600,Apartment,Hyper equipped,Renovated,1000,Yes,5.0,290,4
1270,Apartment,Hyper equipped,Good,1030,Yes,1.0,120,2
1030,Apartment,Hyper equipped,Good,1090,Yes,1.0,99,2
2050,Other,Installed,Renovated,1180,Yes,2.0,105,1
2000,Other,Installed,Renovated,1180,Yes,1.0,95,2
1250,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,74,2
1110,Other,Hyper equipped,Good,1200,Yes,1.0,50,1
1550,Apartment,Semi equipped,Renovated,1000,Yes,1.0,65,1
1400,Other,Hyper equipped,Renovated,1160,Yes,2.0,120,3
790,Other,Installed,Renovated,1180,Yes,1.0,40,1
1850,Other,Not installed,Good,1180,Yes,2.0,150,3
940,Apartment,Installed,Renovated,1080,Yes,1.0,128,2
1330,Apartment,Semi equipped,Good,1190,Yes,1.0,117,3
890,Other,Hyper equipped,Good,1180,No,1.0,35,1
900,Apartment,Installed,No renovated,1140,No,1.0,70,1
2380,Apartment,Installed,Renovated,1000,Yes,2.0,175,3
1050,Apartment,Installed,Renovated,1082,Yes,1.0,80,2
1320,Apartment,Installed,Good,1180,Yes,1.0,90,2
1235,Apartment,Hyper equipped,Renovated,,Yes,3.0,105,2
1385,Apartment,Not installed,Renovated,1082,Yes,1.0,121,2
1350,Apartment,Hyper equipped,Good,1000,Yes,1.0,75,1
1350,Apartment,Hyper equipped,Good,1000,Yes,1.0,75,1
1350,Other,Hyper equipped,Good,1000,Yes,1.0,75,1
1555,Apartment,Hyper equipped,Good,1000,Yes,2.0,93,1
1430,Apartment,Hyper equipped,Good,,Yes,1.0,98,1
2350,Other,Hyper equipped,Good,,Yes,3.0,200,5
1150,Apartment,Installed,Good,1180,Yes,1.0,70,1
1090,Other,Installed,Good,1180,No,1.0,90,2
725,Other,Installed,Good,1050,Yes,1.0,40,1
750,Apartment,Not installed,Renovated,,Yes,1.0,128,1
1575,Apartment,Not installed,Good,1030,Yes,1.0,135,4
1650,Apartment,Installed,Renovated,1040,Yes,2.0,105,2
1385,Apartment,Hyper equipped,Renovated,1070,Yes,2.0,120,3
1000,Apartment,Installed,Good,1030,Yes,1.0,94,2
1250,Apartment,Hyper equipped,Good,1050,Yes,1.0,93,2
1340,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,60,1
1540,Apartment,Not installed,Renovated,1180,No,2.0,115,2
870,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,61,1
1560,Other,Hyper equipped,Renovated,1040,Yes,2.0,90,2
1150,Apartment,Installed,Renovated,1020,Yes,2.0,100,3
1400,Apartment,Installed,Good,1050,Yes,2.0,116,2
2200,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,100,2
4100,Other,Hyper equipped,Renovated,1000,Yes,3.0,160,3
3870,Other,Hyper equipped,Renovated,1050,Yes,3.0,161,3
3870,Other,Hyper equipped,Renovated,1060,Yes,3.0,161,3
2300,Other,Hyper equipped,Renovated,1170,Yes,2.0,135,2
2300,Other,Hyper equipped,Renovated,1050,Yes,2.0,135,2
2375,Apartment,Hyper equipped,Renovated,1170,Yes,3.0,150,3
2400,Other,Installed,Renovated,1000,Yes,2.0,160,3
1425,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,85,2
1470,Apartment,Not installed,Good,1000,Yes,0.0,69,1
1325,Other,Installed,Renovated,1180,Yes,2.0,77,1
1350,Apartment,Installed,Renovated,1180,Yes,2.0,114,2
2100,Other,Installed,Renovated,1180,Yes,2.0,120,4
2300,Other,Installed,Renovated,1190,Yes,2.0,180,4
3150,Other,Installed,Good,,No,3.0,128,4
2150,Apartment,Not installed,Renovated,1050,Yes,2.0,159,2
1525,Apartment,Not installed,Good,1040,Yes,1.0,128,1
1825,Other,Hyper equipped,Good,1150,Yes,2.0,141,3
1625,Apartment,Hyper equipped,Good,1150,Yes,2.0,111,3
1500,Apartment,Hyper equipped,Good,1180,Yes,2.0,80,2
2625,Apartment,Installed,Good,1180,Yes,2.0,110,2
1680,Other,Installed,Renovated,1200,Yes,2.0,135,3
1100,Apartment,Semi equipped,Renovated,1140,Yes,1.0,80,2
760,Other,Not installed,Good,,Yes,1.0,128,1
1650,Apartment,Not installed,Good,1210,Yes,2.0,95,2
710,Apartment,Installed,Good,1070,Yes,1.0,55,1
2500,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,139,3
2700,Other,Hyper equipped,Renovated,1150,Yes,3.0,263,4
670,Other,Installed,Good,1160,Yes,1.0,111,1
1180,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,88,2
845,Apartment,Installed,Renovated,1150,Yes,1.0,54,1
3200,Apartment,Hyper equipped,Good,1050,Yes,3.0,180,2
1095,Apartment,Semi equipped,Good,1180,Yes,1.0,64,1
2500,Other,Hyper equipped,Renovated,1050,Yes,2.0,125,2
1750,Apartment,Hyper equipped,Good,1050,Yes,2.0,110,2
1900,Other,Hyper equipped,Renovated,1050,Yes,1.0,125,2
870,Apartment,Installed,Good,1180,Yes,1.0,45,1
765,Apartment,Installed,Good,1050,Yes,1.0,54,1
3500,Apartment,Hyper equipped,Good,1000,Yes,4.0,240,3
6500,Other,Hyper equipped,Good,1180,Yes,3.0,250,4
1650,Other,Hyper equipped,Good,1190,Yes,2.0,163,3
3300,Other,Hyper equipped,Renovated,1000,Yes,2.0,128,2
2600,Other,Hyper equipped,Renovated,1000,Yes,3.0,128,3
1800,Other,Installed,Good,1200,Yes,2.0,155,3
1700,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,68,1
2400,Other,Hyper equipped,Renovated,1000,Yes,3.0,129,2
1700,Other,Not installed,Renovated,1000,Yes,1.0,68,1
2150,Other,Hyper equipped,Renovated,1000,Yes,1.0,115,1
2650,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,200,4
3000,Apartment,Hyper equipped,Good,1050,Yes,1.0,115,2
886,Apartment,Hyper equipped,Renovated,1190,Yes,1.0,55,1
1530,Apartment,Installed,Good,1050,No,1.0,101,2
1725,Apartment,Semi equipped,Renovated,1180,Yes,2.0,112,3
1550,Apartment,Hyper equipped,Good,1050,No,1.0,105,2
2550,Other,Hyper equipped,Renovated,1050,Yes,2.0,170,2
1020,Apartment,Installed,Renovated,1080,Yes,1.0,90,1
1895,Other,Installed,Good,1160,Yes,2.0,150,4
1405,Apartment,Hyper equipped,Renovated,,Yes,1.0,120,2
850,Apartment,Semi equipped,Renovated,1190,Yes,1.0,90,1
2650,Other,Not installed,Good,1200,Yes,3.0,210,4
1260,Other,Installed,Good,1080,Yes,2.0,130,2
1425,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,73,1
1540,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,116,1
1850,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,135,3
1130,Other,Hyper equipped,Renovated,1180,Yes,1.0,71,1
1800,Other,Hyper equipped,Renovated,1180,Yes,2.0,150,4
1400,Other,Hyper equipped,Renovated,1050,Yes,1.0,69,1
1950,Apartment,Not installed,Renovated,1150,Yes,2.0,151,3
1450,Apartment,Not installed,Good,1000,Yes,1.0,122,2
2380,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,160,3
1350,Apartment,Hyper equipped,Good,1190,Yes,1.0,92,2
900,Apartment,Hyper equipped,Good,,Yes,1.0,128,1
930,Apartment,Not installed,Good,1170,No,0.0,128,1
1285,Other,Hyper equipped,Renovated,1040,Yes,1.0,80,1
750,Other,Installed,Good,1050,Yes,1.0,35,1
880,Apartment,Installed,Good,1070,Yes,1.0,67,1
1775,Other,Hyper equipped,Renovated,1050,Yes,2.0,130,3
1200,Apartment,Installed,Good,1040,Yes,1.0,60,1
570,Other,Installed,Renovated,1180,Yes,1.0,50,1
4400,Apartment,Hyper equipped,Good,1050,Yes,4.0,220,3
910,Apartment,Installed,Renovated,1180,Yes,1.0,75,1
1125,Apartment,Installed,Renovated,,Yes,2.0,95,2
3350,Apartment,Hyper equipped,Renovated,1150,Yes,3.0,139,2
1345,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,106,2
2500,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,91,2
970,Apartment,Semi equipped,Renovated,,Yes,1.0,128,2
1550,Apartment,Installed,Good,1030,No,0.0,102,2
1500,Apartment,Installed,Good,1180,Yes,2.0,100,2
1008,Apartment,Hyper equipped,Renovated,,Yes,1.0,85,2
1700,Apartment,Not installed,Renovated,1200,Yes,1.0,128,3
2200,Other,Hyper equipped,Good,1030,Yes,2.0,160,5
1130,Apartment,Hyper equipped,Renovated,,Yes,1.0,110,2
1325,Apartment,Hyper equipped,Good,1000,Yes,1.0,100,2
1800,Other,Hyper equipped,Renovated,1180,Yes,2.0,128,2
1450,Apartment,Installed,Renovated,1200,Yes,2.0,101,3
1450,Apartment,Hyper equipped,Renovated,1180,No,1.0,102,2
1020,Apartment,Installed,Renovated,1030,Yes,1.0,65,1
730,Apartment,Not installed,Renovated,1030,Yes,2.0,180,5
1050,Apartment,Not installed,Good,1080,No,1.0,97,1
940,Apartment,Not installed,Good,1150,No,1.0,48,1
1195,Apartment,Hyper equipped,Good,1180,Yes,1.0,128,1
1220,Apartment,Installed,Good,1170,Yes,1.0,117,2
2800,Other,Hyper equipped,Renovated,,Yes,1.0,200,4
960,Apartment,Hyper equipped,Good,1030,Yes,1.0,77,1
950,Apartment,Not installed,Good,1180,Yes,1.0,47,1
2800,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,210,3
1575,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,97,2
755,Other,Installed,Good,1030,No,1.0,47,1
1000,Apartment,Installed,Good,1030,No,0.0,65,1
1000,Apartment,Installed,Good,1030,No,0.0,65,1
1550,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,155,2
800,Apartment,Not installed,Renovated,1180,Yes,1.0,56,1
2600,Apartment,Hyper equipped,Renovated,1180,Yes,3.0,132,2
2030,Other,Hyper equipped,Renovated,1150,Yes,3.0,134,3
1360,Apartment,Hyper equipped,Good,1150,Yes,1.0,100,2
1600,Apartment,Not installed,Renovated,,Yes,2.0,100,2
1250,Other,Hyper equipped,Renovated,1080,Yes,1.0,90,2
1080,Apartment,Semi equipped,Good,1170,Yes,1.0,75,2
2850,Other,Not installed,Renovated,1050,Yes,2.0,160,3
775,Other,Semi equipped,Good,1000,No,1.0,36,1
1910,Other,Hyper equipped,Renovated,1000,Yes,2.0,102,2
1280,Apartment,Semi equipped,Good,1050,No,1.0,128,1
2150,Other,Installed,Good,1050,No,1.0,172,3
700,Apartment,Not installed,Renovated,1190,No,1.0,60,1
2158,Other,Hyper equipped,Renovated,1150,Yes,3.0,177,3
2950,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,118,3
830,Other,Installed,Good,1050,Yes,1.0,54,1
2250,Other,Hyper equipped,Renovated,1180,Yes,2.0,180,4
1750,Apartment,Hyper equipped,Good,1150,Yes,2.0,110,2
1325,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,90,2
1180,Other,Not installed,Good,1050,Yes,1.0,85,1
1220,Apartment,Not installed,Renovated,1050,No,1.0,80,1
1900,Apartment,Hyper equipped,Good,1000,No,1.0,90,2
1315,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,90,2
1790,Other,Hyper equipped,Renovated,1150,Yes,2.0,124,3
1600,Apartment,Hyper equipped,Good,1180,Yes,1.0,110,2
1050,Apartment,Installed,Good,1160,No,1.0,95,2
985,Apartment,Installed,Good,1050,No,1.0,86,1
930,Apartment,Not installed,Good,1030,Yes,1.0,75,1
1100,Apartment,Not installed,Good,,Yes,2.0,100,2
800,Apartment,Installed,Renovated,1090,Yes,1.0,60,1
1040,Apartment,Not installed,Good,1040,Yes,1.0,70,2
1700,Apartment,Hyper equipped,Good,1050,Yes,1.0,100,3
1300,Apartment,Installed,Good,1030,Yes,1.0,84,2
850,Apartment,Not installed,Good,1070,Yes,1.0,60,1
1150,Apartment,Not installed,Renovated,1150,Yes,1.0,60,1
750,Apartment,Not installed,Good,1030,No,0.0,128,1
1400,Apartment,Hyper equipped,Renovated,1080,Yes,1.0,95,2
2400,Apartment,Installed,Good,1180,Yes,2.0,110,2
1205,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,124,1
1740,Apartment,Hyper equipped,Good,1000,Yes,2.0,135,3
1600,Apartment,Installed,Good,1050,Yes,2.0,123,2
1600,Other,Hyper equipped,Renovated,1080,Yes,1.0,126,3
1700,Apartment,Installed,Renovated,,Yes,2.0,142,3
1350,Apartment,Not installed,Renovated,1200,Yes,2.0,100,2
1440,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,90,2
3050,Other,Hyper equipped,Renovated,1050,Yes,2.0,166,3
2150,Apartment,Hyper equipped,Good,1180,Yes,2.0,170,3
1825,Apartment,Not installed,Renovated,1000,Yes,2.0,165,2
1300,Other,Hyper equipped,Good,1050,Yes,1.0,80,1
3550,Apartment,Installed,Good,1050,No,3.0,180,2
3100,Apartment,Not installed,Renovated,1180,Yes,3.0,180,3
3500,Other,Hyper equipped,Good,1150,Yes,3.0,250,5
995,Other,Hyper equipped,Renovated,1200,Yes,1.0,40,1
1600,Apartment,Hyper equipped,Good,1000,Yes,1.0,90,2
710,Apartment,Installed,Good,1080,Yes,1.0,55,1
1450,Apartment,Hyper equipped,Renovated,1090,Yes,1.0,162,3
1295,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,88,2
1195,Apartment,Hyper equipped,Good,1140,Yes,1.0,74,2
1350,Other,Semi equipped,Renovated,1190,Yes,1.0,128,3
2550,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,116,3
1350,Apartment,Hyper equipped,Good,1000,Yes,2.0,145,2
1340,Other,Installed,Good,1050,Yes,2.0,121,2
2300,Other,Not installed,Good,1050,Yes,2.0,180,3
1050,Other,Hyper equipped,Renovated,1200,Yes,1.0,40,1
2250,Apartment,Hyper equipped,Good,1040,Yes,2.0,110,3
900,Apartment,Semi equipped,Renovated,1090,Yes,1.0,128,1
700,Apartment,Installed,Good,1180,No,1.0,128,1
1800,Apartment,Not installed,Good,1200,Yes,0.0,128,3
1365,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,68,1
1915,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,99,3
1565,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,86,2
1415,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,76,2
2250,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,150,3
2601,Other,Hyper equipped,Renovated,1140,Yes,3.0,300,5
6500,Other,Not installed,Renovated,1180,Yes,4.0,230,4
2000,Apartment,Hyper equipped,Renovated,1200,Yes,3.0,132,3
900,Apartment,Semi equipped,Good,1180,Yes,1.0,80,2
